Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33
Probe 3121	1.359560	0.341186	0.616698	0.939497	1.196479	0.820059	-1.020802	-0.707606	-1.865563	-0.492033	-0.448141	-0.547398	1.082318	0.648236	0.424236	1.680174	0.664841	0.795910	-2.138038	-0.967544	-0.620794	0.153999	1.287313	-0.546871	1.337555	0.470066	0.389242	0.345015	-0.389291	-0.099129	0.709098	-0.173588	-2.649856
Probe 3122	-0.047999	0.906981	-0.690981	-0.745238	0.497823	0.974743	-0.155247	-1.946268	0.369606	0.507742	0.966334	-1.946268	1.163402	0.086258	-0.480711	-0.597273	-0.286343	0.188803	1.446461	0.452073	-1.946268	0.492510	0.638794	-0.102631	-0.100104	-0.634213	0.092829	-0.425724	0.814210	0.274721	-0.262123	0.293095	0.888505
Probe 3123	0.464647	1.317209	-0.969072	-0.525438	0.470193	0.381742	0.738823	-1.271088	0.782217	-0.065133	1.510239	0.360087	0.240953	-0.804024	-0.390249	0.489529	-0.460194	-0.844434	1.989474	0.916889	-0.275017	-0.154014	-0.110187	-0.847851	1.097810	-1.279548	1.069165	-0.970017	-0.859094	0.183495	0.255122	1.230539	0.298717
Probe 3124	0.910530	0.057530	-0.412114	0.594940	-0.181504	-0.412114	-0.412114	-0.412114	-0.412114	-0.412114	-0.412114	-0.412114	-0.051060	0.609314	-0.412114	0.995947	0.042062	-0.412114	-0.412114	-0.412114	0.217062	0.455185	0.445446	-0.412114	-0.412114	-0.412114	1.079155	-0.412114	0.025193	-0.412114	0.129652	-0.136226	-0.412114
Probe 3125	1.118832	-0.038987	-0.083064	1.176767	-1.110082	-1.110082	-1.110082	-1.110082	-1.110082	0.204228	-0.712177	-1.110082	0.093181	0.471966	0.926390	0.084515	0.956868	0.779432	-1.110082	-0.690805	0.716039	1.268767	1.606224	-0.736173	-1.110082	-1.110082	1.915677	-1.110082	-1.110082	-0.295789	-0.122905	0.260718	-1.110082
Probe 3126	0.981737	0.468620	0.895142	0.728712	0.737636	-0.754549	-0.030797	-1.617688	0.858709	0.286343	-0.363587	0.090386	1.225854	0.833995	0.142301	0.316891	-0.205625	1.071278	-0.508187	-0.218765	0.243689	0.923868	0.584478	-0.685544	-0.960693	-0.412606	1.383680	-1.062401	1.042574	-0.720601	0.335250	-0.482081	-2.756526
Probe 3127	1.046199	0.302916	1.110658	3.066036	-0.209466	-1.529739	-1.997909	-2.820500	2.173746	-1.682577	-0.341855	-0.053667	0.210684	1.860077	-0.150030	1.702720	1.413695	0.657132	-1.928465	-0.119965	1.132326	0.498279	3.797487	-0.995929	0.699436	-1.873062	1.253574	-0.770962	-1.608179	0.236950	-0.152084	-0.028596	-2.820500
Probe 3128	1.962859	0.120978	-0.164928	0.339892	-0.001176	-0.578530	-0.794467	-0.380394	-0.245728	-0.497998	-0.598444	0.873153	0.307447	1.058776	0.389484	0.873870	0.578485	-0.794467	-0.213318	0.188423	-0.794467	0.163843	0.220635	-0.587207	-0.583597	0.695843	0.517954	-0.071429	-0.731325	-0.794467	0.487331	-0.222268	0.757300
Probe 3129	1.103288	0.873251	-0.762037	0.529483	0.480117	0.949816	0.231545	-2.410838	-0.018646	0.853451	-0.313637	0.694299	-0.019240	0.009524	0.764164	1.013664	0.363159	-2.410838	0.086480	1.176189	-0.823165	0.960934	0.480993	-0.243379	1.253242	-1.269603	1.080432	-0.482686	-0.871510	0.437001	-0.042117	0.386102	-2.410838
Probe 3130	0.982514	0.173115	0.837375	0.964404	-0.036773	-1.790224	-0.486226	-1.055236	-1.790224	-0.218262	1.695436	-1.790224	-1.409804	1.272388	-0.886745	1.380207	0.975311	-1.790224	-1.790224	0.773210	1.056414	-0.023659	-0.237354	-1.001277	-0.876945	-0.138451	1.056650	0.328399	-0.216544	-0.041271	1.034582	1.395630	1.027071
Probe 3131	0.281285	1.174427	-0.771750	-0.505145	0.569076	0.699776	0.838671	-2.957527	1.024171	0.974943	1.254445	0.278854	0.946733	-0.028095	-0.018878	0.295772	0.104249	0.128772	1.237209	0.519273	-0.486348	0.250367	0.228605	-0.621265	1.437895	-2.613607	0.096977	-1.072219	-0.983739	0.220150	-0.558839	0.818143	1.419103
Probe 3132	0.055665	1.286073	-0.099379	1.136001	0.482604	0.154859	-0.060655	-1.620212	0.824123	0.058280	0.130036	0.384241	0.103774	0.361688	-0.342514	0.508184	0.383391	-0.183335	1.031125	0.422631	0.142547	-0.376984	0.827850	-0.322606	0.647160	-0.823241	-0.047199	0.228833	-1.098371	0.428215	0.911930	-0.406226	-1.187744
Probe 3133	-0.868264	-0.574776	0.584060	2.353558	-0.868264	0.889955	0.333800	-0.868264	0.596411	0.008809	-0.868264	-0.868264	1.596220	0.096358	-0.282077	2.315509	0.596405	0.088365	-0.868264	-0.137858	3.433253	-0.868264	1.603554	-0.868264	-0.868264	-0.868264	1.181123	-0.868264	-0.868264	1.691224	-0.480207	-0.868264	-0.868264
Probe 3134	0.219778	-1.214759	-0.031621	1.600411	0.908298	0.524502	1.546432	-0.961151	-0.240135	1.422447	1.381975	-0.419998	0.379786	0.203489	0.486312	0.371928	0.785241	-1.214759	0.135157	-0.441632	-0.633750	-0.677800	-0.693065	-0.425812	-0.953557	-1.214759	0.715607	-0.365713	-1.214759	0.745002	-0.072763	-0.817191	1.040831
Probe 3135	-0.906418	0.893310	-0.124164	-0.289639	0.496189	-0.662641	1.270336	-0.534911	0.365500	1.429286	1.145879	-1.478616	0.932769	-0.014072	0.593050	1.185879	-0.747211	0.999610	1.211008	-0.445159	0.123865	-1.342296	-1.537552	-1.254834	-0.812474	-1.611149	-1.611149	0.516151	2.352421	-0.486687	0.479316	1.199797	0.367497
Probe 3136	0.416734	-0.449965	-0.449965	0.796869	-0.084870	-0.449965	-0.449965	-0.449965	-0.002707	-0.449965	-0.449965	0.344796	0.644151	-0.449965	-0.449965	-0.329116	0.413974	0.934085	-0.449965	-0.030688	-0.369602	0.208300	2.440510	-0.449965	-0.222122	-0.449965	1.242282	-0.449965	-0.449965	0.515800	-0.449965	1.143228	-0.449965
Probe 3137	0.723685	0.767873	-0.201489	1.801104	-0.759459	-0.131659	-0.767979	-1.308677	0.653738	-1.308677	-1.308677	-1.308677	0.637340	1.849495	-1.002598	1.597744	1.110862	1.137894	-0.936585	-0.175108	0.446209	0.937134	2.056922	-0.388201	-0.241298	-1.308677	0.911773	-0.408102	-0.186319	-0.127384	-0.126743	0.554096	-1.308677
Probe 3138	0.526050	0.166553	-0.481149	0.154025	0.246653	0.759461	0.605706	-0.923170	0.747550	0.127002	0.898238	0.698891	0.005920	0.075895	0.151677	0.320429	0.080028	-0.112125	0.975470	0.283785	-0.187478	0.331738	-0.412354	-1.944740	0.527812	-0.869128	0.715810	-1.174215	-1.040995	0.351832	-0.764163	0.337180	0.732894
Probe 3139	1.236053	1.113624	1.202273	-1.922906	0.582437	-1.266107	-1.577025	-1.922906	0.752158	-1.922906	1.343371	-1.291998	1.017685	1.395731	0.842605	1.798792	1.369876	-1.922906	1.015279	-0.705385	-1.867966	-0.170804	1.339600	0.453188	-0.158719	-1.517294	-0.204631	-0.522513	-0.019399	-0.504261	2.874441	-0.590434	0.706029
Probe 3140	-1.196698	-1.196698	1.204295	-1.196698	1.395100	-1.196698	0.149184	-0.104553	0.076980	-1.196698	3.911907	0.525459	-0.372672	-1.052527	2.223056	-1.196698	-1.196698	-1.196698	3.789605	-1.196698	0.184012	-1.196698	-0.926877	-1.196698	-1.196698	-1.196698	-1.196698	0.004387	-1.196698	-1.050925	1.528572	1.395336	3.568373
Probe 3141	0.228112	0.439816	-1.234988	-1.075501	0.827116	0.758878	1.000925	-1.195792	0.724337	0.278678	0.684856	0.894364	0.379924	-0.422998	0.038886	0.232335	0.092703	-0.619384	1.109925	0.470921	-0.620642	-0.127460	-0.723153	-1.150671	1.137159	-0.989877	0.277169	-0.481764	-1.565470	0.171567	-0.708374	1.267150	0.524431
Probe 3142	0.197566	0.422166	-0.871321	-0.817133	0.242775	0.330836	0.474560	-0.871321	0.901365	0.275681	1.021188	1.048417	0.620130	-0.871321	-0.546627	0.375059	-0.526493	-0.871321	1.850789	0.150739	-0.871321	0.086989	0.138797	-0.871321	0.830453	-0.499657	0.363368	-0.397644	-0.871321	-0.871321	-0.765203	0.274833	0.829274
Probe 3143	1.751728	-0.857034	0.855398	-0.857034	0.169037	-0.110160	0.038621	-0.857034	0.856176	0.842592	-0.857034	-0.480264	1.529784	-0.451534	-0.857034	-0.857034	0.411999	3.670544	-0.857034	0.825278	1.123905	-0.857034	-0.857034	-0.857034	-0.469614	-0.857034	-0.857034	-0.798394	2.827546	0.845217	-0.857034	0.887699	-0.857034
Probe 3144	-0.589545	-0.589545	-0.589545	-0.589545	-0.589545	2.315394	-0.589545	-0.589545	2.002103	1.434721	-0.589545	-0.589545	0.907831	-0.589545	-0.589545	-0.589545	-0.589545	-0.589545	0.388548	3.938328	-0.589545	-0.589545	-0.589545	-0.589545	4.216919	-0.589545	-0.589545	-0.343941	-0.589545	1.016044	-0.589545	-0.589545	-0.589545
Probe 3145	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	-0.187882	1.852328
Probe 3146	-0.390939	0.754703	-0.390939	0.001571	-0.390939	-0.390939	-0.390939	-0.390939	0.563278	-0.390939	-0.390939	-0.390939	0.851656	-0.390939	0.665161	-0.390939	-0.390939	1.058848	-0.390939	0.085861	1.071806	-0.390939	-0.390939	1.253272	-0.390939	-0.390939	2.378915	-0.390939	-0.390939	-0.390939	-0.390939	-0.390939	-0.390939
Probe 3147	0.184020	0.448747	-0.857168	-1.196768	-0.867328	0.132129	1.845220	-1.359671	1.169472	1.121859	1.548109	0.775738	0.774444	-0.194822	0.242069	-0.495298	0.265676	0.940968	1.259501	1.062211	0.394388	1.521543	-1.311940	-0.454002	0.383896	-1.891965	1.287887	-1.183271	-0.692949	0.767723	-0.175018	-0.162171	1.101798
Probe 3148	1.248612	-2.903817	2.380705	1.906785	0.542954	0.555711	-0.461299	3.044999	-2.903817	-0.490616	0.565422	-2.903817	-2.388811	1.812900	1.577383	2.223638	1.843034	-0.604605	0.788246	-0.880147	0.621588	-2.903817	1.109419	2.185254	-0.389922	-0.537314	-0.060318	-0.077242	2.330145	-2.903817	2.505425	2.661169	0.100801
Probe 3149	0.861651	-0.720144	-0.720144	-0.720144	-0.049835	-0.720144	-0.720144	-0.720144	-0.720144	-0.720144	0.372469	0.160516	-0.359090	0.804112	-0.720144	-0.720144	1.261709	-0.714606	-0.575343	1.184560	0.650297	-0.720144	0.367714	0.035636	-0.720144	-0.720144	2.427606	0.892892	0.203478	0.427742	-0.720144	0.089806	-0.720144
Probe 3150	0.359479	-0.901360	0.850798	0.574292	-0.901360	0.506880	0.077911	-0.901360	-0.901360	-0.901360	-0.393710	1.897819	0.327057	2.604102	0.068670	2.012359	0.910111	-0.901360	-0.901360	0.398154	-0.901360	-0.901360	2.041050	-0.901360	-0.003906	-0.728241	0.687863	-0.901360	-0.901360	-0.355434	-0.241757	1.238467	-0.067311
Probe 3151	0.793174	0.508065	-0.394782	0.226148	0.295872	-0.547548	0.623384	-1.838308	0.369666	-1.838308	0.965308	0.294224	0.077058	-1.294530	-0.454720	0.644270	0.626360	-0.519613	1.953094	0.862227	0.370076	-0.621170	0.576200	-1.838308	1.107391	-1.838308	0.883647	-1.838308	-1.231077	-0.274857	-0.812212	0.854420	0.990662
Probe 3152	2.410511	0.176982	0.047568	2.235211	0.742464	-0.416823	-0.713253	-3.281217	0.044222	-1.398698	0.212004	-0.419443	1.764697	-0.261182	0.774188	0.827602	2.071754	-0.718674	-1.584265	-0.156618	-1.504783	1.839650	0.732018	0.206151	0.352937	0.817591	1.225336	1.010470	-1.673985	-0.149260	-2.134168	-0.545897	-0.574280
Probe 3153	0.585837	-0.749299	0.827510	1.144777	0.028061	1.442161	-0.980245	-2.122466	0.624826	-0.793832	-0.392130	-1.380299	-0.463356	1.271264	-0.753290	1.482798	1.196367	-0.521906	0.727396	0.889116	-0.808633	-1.600310	3.174274	-0.448135	0.226636	0.264679	1.255948	1.762315	-0.411871	0.068130	-0.128898	0.735738	-2.063145
Probe 3154	-0.382387	0.160014	-0.382387	-0.382387	-0.382387	0.216696	0.329922	-0.382387	0.478447	-0.382387	-0.152549	0.464524	-0.382387	-0.382387	-0.382387	-0.382387	-0.382387	1.386111	0.553318	-0.382387	-0.382387	-0.382387	-0.382387	-0.382387	-0.333992	-0.382387	-0.382387	-0.382387	3.639364	-0.382387	-0.382387	-0.382387	0.783981
Probe 3155	1.741317	1.429257	0.559347	1.190527	0.654271	-1.686475	-1.163144	-1.190180	-0.963828	-1.459435	-0.291051	-0.297323	-0.108989	0.958236	0.503588	1.197672	1.571220	-0.727431	-1.092210	0.041831	-0.815819	0.874113	0.439825	0.787872	0.088088	-0.265009	1.285061	-0.667409	-1.545246	-0.384240	1.343417	-0.234204	-1.807608
Probe 3156	-0.174295	-4.481734	2.740261	2.513208	0.401988	-0.346164	0.750468	-0.155045	-0.544572	0.385620	-2.676248	-0.848969	0.718580	2.314048	-1.136380	2.344300	2.840194	2.617553	-0.734426	-2.004934	-0.414822	0.300930	1.988950	-0.132073	-4.481734	0.265135	-2.327841	2.840194	1.821039	0.588171	1.994915	2.761230	-4.481734
Probe 3157	0.495722	0.575822	-1.599071	0.291308	0.352788	0.304831	0.250209	-2.268733	0.460365	0.068374	0.141900	0.641368	0.512922	-1.147034	-0.361515	0.331938	0.911954	0.585499	0.317606	0.377990	-0.208380	1.619133	0.245067	-0.896368	0.512857	-0.563425	0.212422	-0.160035	-1.100665	0.278582	-0.824357	-0.201009	-1.249550
Probe 3158	-0.673667	-0.756772	0.454374	0.745674	-0.160082	0.207355	0.867259	-1.584373	0.455614	0.439893	0.302849	1.104834	0.615261	-0.957701	-1.205230	-0.008685	0.458272	-0.928349	1.745540	0.299218	-1.250457	0.453597	0.118099	0.236995	0.778287	0.030149	-0.687803	0.213953	1.766443	0.004197	-0.363576	0.289881	-0.704701
Probe 3159	0.638999	0.436804	0.852785	-0.054115	-0.245974	-1.314411	-0.653571	-1.314411	0.381696	-1.314411	0.163061	-0.937641	0.072407	0.578952	0.188406	2.038884	1.099725	1.174992	0.342958	-0.496079	1.241897	0.218323	0.509467	-0.670199	-0.749533	-0.590902	0.724687	1.157565	0.633422	0.213773	1.296648	-1.314411	-1.314411
Probe 3160	0.704346	-0.264020	1.163466	0.465330	0.064671	-1.927498	0.571623	0.690168	-0.178590	0.463426	-0.500747	0.142403	1.207946	1.245336	-0.412599	2.201990	0.429895	0.913327	-0.016713	0.181440	0.722609	-0.872483	0.549603	-0.967388	-1.113599	-1.696342	0.703877	-0.342288	0.909107	-0.514702	1.183962	-0.713875	-2.399641
Probe 3161	-0.274314	0.109383	2.494329	-0.166061	-0.907968	-2.215517	0.038573	1.792779	-0.084978	-0.865707	0.683852	1.104281	0.223778	-0.367387	-0.308014	0.814918	0.309233	1.548715	0.617997	0.149601	0.967101	0.473609	0.057930	-0.865788	-1.459313	-0.707809	-0.508947	1.535853	1.843819	-1.249379	0.068205	-0.130311	0.368664
Probe 3162	1.812028	0.179362	0.487943	1.008359	-1.457915	-1.585431	-0.326877	-1.585431	0.003572	-1.000049	-0.309006	-1.089550	-0.794791	1.197266	1.299352	1.341331	0.823281	-0.295164	-0.575559	0.144975	0.709653	0.519517	0.688554	-1.501028	-0.605515	0.177897	1.671627	-0.784391	-0.866554	-0.771137	1.061742	0.954694	-1.585431
Probe 3163	0.927030	1.375471	1.644488	1.092246	-0.521642	-0.932500	-1.819428	0.058491	-0.597305	-3.192826	0.030727	-0.376784	-0.458211	1.638663	1.549203	1.580657	1.593563	0.194476	-0.236605	-1.475118	-2.943706	0.901174	1.340740	1.345987	-0.543304	0.469346	-2.713094	0.290232	0.722190	-2.381029	1.968529	-1.943014	-0.578132
Probe 3164	1.270561	0.377880	-1.510186	-1.836125	0.289670	0.925460	1.122348	0.247443	0.698066	0.484713	1.242894	0.973447	0.020098	-2.170422	-0.092210	-0.561985	-0.156066	-0.931293	1.159491	0.599832	-1.409627	0.466354	-0.160303	-0.374932	1.168023	-0.890950	0.491491	0.001600	-0.557673	0.385090	-0.255466	0.721825	0.986135
Probe 3165	-0.907538	1.711620	-0.729695	1.673792	-0.907538	-0.907538	1.187425	-0.907538	-0.472010	-0.525528	1.411400	-0.775005	0.661915	-0.907538	0.574698	2.271397	-0.574115	-0.907538	0.481570	0.017974	0.607416	0.081933	2.408445	-0.907538	0.531809	-0.907538	1.077452	-0.907538	-0.860607	0.878532	-0.907538	1.187201	-0.636886
Probe 3166	3.015765	1.860880	0.024350	-0.307483	2.995639	-0.724242	-0.724242	-0.724242	-0.724242	-0.724242	-0.724242	-0.724242	-0.331055	-0.724242	-0.724242	-0.724242	-0.653852	2.155765	-0.724242	0.908317	-0.724242	-0.724242	0.405572	-0.724242	-0.724242	-0.724242	-0.015209	-0.724242	1.911722	-0.724242	-0.724242	-0.724242	0.598954
Probe 3167	0.509640	0.333030	0.304281	0.913855	0.033928	1.242586	-0.753203	-1.172022	0.852711	-0.841848	-0.530081	0.537251	0.432988	1.229727	-0.187525	1.075392	0.190920	0.176135	0.145272	-0.288721	-0.794403	0.907935	-0.020034	-0.429031	1.936589	0.307005	-0.930965	-0.155251	-0.960425	-0.344105	1.113594	-1.103158	-2.058309
Probe 3168	0.804332	0.818024	1.137135	0.900298	0.042834	-0.612107	-1.815208	1.137135	0.074297	-2.367035	-0.955130	-0.753275	0.045737	1.137135	0.836334	0.977159	1.137135	0.726833	-1.307327	-0.832776	-0.219974	1.137135	0.957173	1.001614	0.286753	0.541740	-0.802681	0.825919	0.703227	-1.953550	1.095927	0.315753	-0.866120
Probe 3169	0.963138	-0.810041	0.536168	-0.083603	0.755753	-1.773380	1.421464	-1.773380	0.078657	-0.008605	0.639322	-1.720017	0.043557	1.130597	0.542037	0.968957	1.450042	0.669967	-0.007806	-0.489896	1.241742	0.373632	0.702058	-0.089836	-1.773380	-1.773380	1.918866	0.402830	0.691642	-1.773380	1.146012	0.643941	0.129954
Probe 3170	-0.688103	-0.688103	3.259480	0.887854	0.208088	-0.688103	-0.688103	-0.688103	-0.688103	-0.688103	-0.688103	1.419707	-0.688103	0.763600	-0.688103	-0.688103	-0.688103	1.373177	-0.688103	-0.688103	-0.688103	-0.688103	2.664759	-0.688103	-0.688103	2.435902	1.527134	-0.688103	1.830802	-0.688103	-0.688103	2.849015	-0.688103
Probe 3171	-0.357982	0.177167	-0.091729	-0.744351	-0.049794	-0.744351	-0.744351	-0.744351	0.026002	-0.744351	-0.744351	-0.530135	-0.726502	1.208636	0.616869	1.353617	0.577577	-0.744351	0.598095	0.674926	-0.115176	0.122948	0.167657	-0.744351	0.031424	-0.501970	2.059760	-0.744351	-0.744351	1.304075	0.082030	-0.744351	0.066334
Probe 3172	0.927346	-0.076059	-0.124326	-1.890663	0.846830	0.998022	1.001276	-0.565319	-0.484882	0.622124	-1.890663	1.553255	0.430863	2.021599	0.043448	-0.275049	0.451323	-0.025035	-1.365590	0.454614	-1.411099	0.217128	-1.890663	-0.733329	0.315933	-0.038487	-0.005537	-0.223064	-0.711424	0.246623	-1.890663	0.707154	-0.068248
Probe 3173	0.800343	0.791132	0.413861	0.910417	0.446230	-1.385215	-0.731199	-2.060790	0.143922	-0.758495	-0.038762	-0.241859	0.265927	1.077398	-0.307541	1.355010	0.866358	-0.004085	-0.092451	-0.500849	-0.912505	0.395772	1.342252	-0.094961	-0.056748	-0.891619	1.045099	-0.112820	-0.211475	-0.569731	1.095453	0.200692	-1.084280
Probe 3174	0.463645	0.235283	2.375428	-1.071067	-0.017277	0.784845	1.156241	0.497813	0.923762	0.854550	-0.331524	0.576238	0.647444	-0.226730	-1.408375	3.200359	-0.292274	0.783565	0.297726	0.810575	-0.598164	0.013033	0.107417	-0.298725	0.254047	-1.191211	0.228488	-1.107549	-1.259997	0.328013	0.398466	0.040198	-0.263053
Probe 3175	-0.747581	1.770973	-0.747581	-0.747581	1.617514	-0.747581	0.321293	-0.747581	-0.747581	-0.747581	-0.747581	1.273991	-0.747581	-0.747581	-0.747581	-0.747581	0.409463	-0.747581	-0.580060	0.469940	-0.747581	1.429517	-0.747581	0.810753	-0.747581	-0.315375	1.872540	-0.747581	-0.747581	0.671064	0.066145	0.937563	1.389735
Probe 3176	0.693727	0.895149	0.015323	2.543624	0.175060	-2.421571	1.470740	-2.139948	0.138016	-0.360335	0.606041	0.152456	0.257507	-0.809621	0.219492	-0.471909	-0.956903	-0.825253	1.290915	-0.958938	-0.322431	0.382284	-0.133107	-0.914138	-0.082150	-1.228876	0.671810	-1.144432	-0.611024	-0.442686	-1.135186	1.212151	0.530627
Probe 3177	0.435919	0.206287	-1.083515	-1.257979	-0.094362	0.584197	0.836281	-0.311277	0.756958	0.588904	0.627080	0.899483	0.375616	-0.004337	-0.476835	-0.348093	-0.371249	-0.158928	1.168123	0.119284	-0.543923	0.411307	-0.374999	-0.836160	0.731024	-0.635991	-0.399969	-0.494143	-0.089436	0.456391	-0.060665	0.261441	0.243909
Probe 3178	0.457994	0.426122	-0.380639	0.897948	-0.072079	-0.682727	0.268738	-1.044793	0.349800	-1.189647	0.252817	0.539174	0.177344	1.013009	0.252968	1.058603	0.063874	-1.819747	0.488604	0.232587	1.158659	0.006718	0.628314	0.004823	-0.221854	-0.736063	0.566430	-1.590174	-0.659221	0.126717	0.852179	0.557791	-0.770774
Probe 3179	0.133859	-2.361810	1.012816	0.484937	-1.015723	-0.265928	0.930960	-0.500784	0.774611	-0.050727	0.429593	-0.514898	-0.281444	-0.716945	0.008400	0.937904	0.991514	0.382005	-2.361810	0.961421	0.335703	0.198166	1.359842	-0.678266	0.132930	-0.588046	0.645972	0.628312	0.221737	0.285467	-0.019281	-0.518376	0.478743
Probe 3180	0.211184	0.545649	-0.236344	1.064566	-1.020211	0.399982	-0.083584	-1.020211	1.175647	-1.020211	0.426439	0.813839	0.116284	0.535156	0.079778	1.806500	0.347160	-0.535505	-1.020211	0.811044	-0.007563	1.050180	1.536081	-1.020211	-0.075794	-1.020211	0.887713	-0.925725	-0.311602	0.525715	-1.020211	0.939150	-0.893498
Probe 3181	-0.148675	0.179029	-0.744117	-0.568554	0.639415	-1.200819	-1.200819	-1.200819	0.366850	-1.200819	-1.200819	0.770734	1.086919	-0.201846	-0.413334	-1.200819	0.194244	2.749009	-0.242135	0.114549	0.638392	-0.360614	1.292585	0.001525	1.414916	0.439594	-0.556253	1.636374	-1.200819	0.650267	-0.737908	1.707338	-1.200819
Probe 3182	0.435465	1.837931	0.080155	0.861878	-0.105695	-1.041393	-0.986272	-1.324706	0.301163	0.051394	0.515687	-0.245876	-0.322572	0.672466	0.141767	-0.399632	0.132515	-0.721394	0.356968	-0.216581	0.230933	1.248432	0.931399	0.330070	0.074027	0.554084	-0.010001	-0.131069	-0.256973	-0.340266	-0.544076	-1.085411	0.055621
Probe 3183	1.298579	0.669246	-0.270990	0.596479	0.065125	-0.558167	-0.477379	0.291694	-1.884932	-1.884932	0.132228	0.852271	-0.025972	0.180384	0.421147	-0.485163	0.249289	-1.464357	1.446867	0.275217	-0.792025	0.514945	0.010957	-0.247989	-1.884932	0.761172	0.900834	0.522603	-0.145735	-0.189892	-0.312792	0.123877	1.109353
Probe 3184	0.709463	0.857934	0.516259	0.708921	0.631007	-0.900395	-1.018041	0.649285	0.161133	-1.502504	0.107843	-0.422006	-0.844087	0.861040	0.140299	0.867232	0.586662	-0.246906	-0.205540	-0.631728	-0.213362	0.653330	0.601218	-0.665214	0.100471	-0.136138	0.221462	0.061414	0.135408	-0.653181	1.252841	-0.197447	-0.579713
Probe 3185	0.701336	0.188789	0.914187	0.666690	1.246231	-1.115898	-0.886915	-0.865539	-1.353612	-1.353612	0.266685	1.056761	-0.562972	-0.004696	-1.248231	-0.651168	0.187407	2.887838	0.827929	0.929872	-0.519997	0.398489	2.338006	-1.176100	0.503502	-0.160918	-0.253852	-0.552573	1.236941	-1.032753	-0.751725	0.260273	0.034162
Probe 3186	0.376456	0.456625	0.333754	0.455737	0.341207	0.129333	0.077253	-0.227743	0.226790	-1.489805	0.499022	-0.191309	-0.163204	-0.115992	-0.087130	0.464229	1.316156	0.192756	0.599423	-0.010504	-0.243599	0.631361	0.523922	-0.364509	0.276658	-0.680569	0.304401	0.143656	-0.453551	-0.418940	0.332308	-0.513850	0.803581
Probe 3187	1.476288	2.852235	-0.166912	1.379709	1.075444	-0.484857	1.772024	-2.287544	0.694817	0.501133	-0.706681	-0.552604	0.853517	1.056610	1.327070	1.201240	-1.152687	0.999735	-1.360169	0.448450	2.039504	-1.534115	1.853991	-0.440104	0.013560	-1.686352	-1.636788	-1.381203	-2.360580	1.506633	-2.360580	1.186137	-1.233867
