Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48
Probe 1309	-4.588342	-3.464231	1.793673	0.426952	-4.665477	-4.596005	-4.696839	-3.993855	-4.518706	2.052607	-4.363120	-4.684194	-3.105743	-3.278848	-2.360801	-4.724650	-4.483736	-5.470537	-3.500446	-3.768250	-1.807758	-5.160716	-5.199696	-5.973458	-6.129077	-6.034964	-2.740212	-3.287122	-2.525558	-2.136657	-5.123042	-4.110191	-4.561988	1.067923	-4.609701	3.376527	-5.138704	-4.720826	-2.772060	-2.809294	-5.441125	1.041834	-2.373926	-6.436628	-3.645246	-3.665718	-2.936158	-3.349362
Probe 1310	0.226592	0.474568	0.583299	-0.036681	0.394650	-0.967719	1.496681	1.951727	-0.305543	0.029881	0.934592	1.399315	0.722739	-0.902090	0.286112	-0.525032	0.586921	0.824082	0.579061	0.653602	0.203226	-0.340822	-1.194534	-0.056824	0.936656	1.609859	-0.537394	0.435267	-0.252228	-0.392986	-0.645653	1.227887	0.341174	0.000000	-0.521467	1.313425	-0.023592	1.111469	0.325818	1.240221	-0.842751	0.378410	-0.777248	-0.075342	1.512042	-0.745589	-0.263968	0.192102
Probe 1311	-0.753524	-0.479174	1.331021	-0.523077	-0.635139	-1.617877	1.414968	2.375269	1.181652	-0.395463	1.518208	-0.322911	-1.021735	-0.080642	-0.536803	-0.475707	-0.201377	-0.056686	-0.825672	1.702917	-0.976700	-0.423349	-0.976044	-0.260796	-1.110914	1.181403	0.270023	-0.248848	0.029132	-0.754010	-1.209890	0.389342	-0.801922	-1.117941	-0.264510	0.106389	-0.658252	0.759526	-0.221235	0.615974	-0.336918	-0.535857	-0.757543	1.351343	1.510804	-1.127235	-0.393886	-0.051380
Probe 1312	-0.077520	0.340269	1.015754	-0.615887	0.274102	-0.246546	-1.606536	1.044841	-1.043664	-0.502590	-1.030192	-0.122576	0.808576	1.155707	0.313406	-0.381090	-0.127550	0.658553	-0.120748	-1.270282	-1.399903	-1.100339	-0.618384	-0.810978	0.340588	-2.286033	0.844453	-0.316672	-0.302319	-0.074955	-0.622965	-1.093782	0.451545	0.000000	0.435994	-0.711140	-0.659798	-0.151066	0.366259	-0.447138	0.609886	-0.722079	-0.067507	-1.182636	-0.326280	-0.754779	-0.487837	0.546026
Probe 1313	-1.104424	-0.695724	0.954488	-0.983483	1.398826	-0.800322	-0.958099	-1.328889	-0.340933	-0.700042	-1.282519	0.347274	0.216198	-2.487222	0.639508	-0.817591	0.593072	-0.328238	0.276263	-0.803294	0.853847	0.338585	-1.834702	-1.763853	-0.816288	-0.887724	0.364648	0.247709	0.251496	1.286526	0.184225	-0.445458	0.716102	0.245167	-2.412377	1.531122	-0.645935	0.050864	1.090786	-0.656315	0.924008	0.444537	-0.307158	0.530646	-0.746592	0.298749	-1.443925	0.279340
Probe 1314	0.829579	0.387708	0.885086	0.407071	-1.296651	-3.066287	2.289603	2.407882	-1.107756	1.637075	1.292236	1.012129	-1.002191	1.067314	-2.468754	0.114218	-1.503310	0.000000	-0.005851	1.922195	-0.132771	0.000000	-3.309419	-2.966091	-0.126945	1.979483	1.520750	0.000000	-0.002252	-1.827539	2.808389	1.886870	-1.422558	2.365197	0.000000	0.405933	0.388078	-1.335443	-1.608875	2.139207	-0.573862	1.475792	1.170053	0.940943	1.840829	0.081469	0.523540	-1.476251
Probe 1315	-0.813481	0.019317	0.799627	-0.056206	0.744221	0.344229	-0.443486	1.513288	0.553708	-0.081475	0.652324	0.609711	0.878242	0.435280	-0.174674	-0.189167	-0.283563	0.352487	-0.731382	0.144831	0.443893	-0.292929	-0.106139	0.526377	1.733788	-0.057289	0.473633	0.180541	0.251419	0.271494	0.518994	0.221813	-0.434737	0.502879	1.556575	0.234904	1.077976	0.018058	0.612824	0.383759	0.348998	0.115083	0.928209	2.427464	0.609539	0.271474	-0.399000	1.012223
Probe 1316	-1.446700	-1.877947	-0.945362	1.126963	-1.770342	-0.872228	-1.095041	-0.432424	-1.202966	-0.384265	-1.773408	-1.386602	-0.812402	-2.278209	0.727872	-0.465378	-0.087491	-2.159078	0.000000	-0.391819	-0.491829	1.740380	-1.745386	-0.064070	-2.101014	-1.122687	-0.254603	-2.077762	-1.271596	-1.003369	-0.318351	-0.861697	0.136089	0.465428	-3.423507	0.134538	-2.222865	-0.204841	0.622257	-1.244574	0.591968	0.063015	-0.903394	-3.357722	-1.094867	-0.080439	0.888457	-2.336103
Probe 1317	0.452396	0.316698	1.181408	0.547742	0.324557	0.479668	-0.216283	0.514937	-0.306041	1.656919	0.301847	1.731082	0.538109	-0.140856	0.177915	-0.562463	-0.611668	-0.167425	0.015191	-0.113657	0.155610	-0.259456	0.064809	-0.111066	0.594353	-0.241738	0.625172	-0.057940	0.635034	-0.339947	-0.005642	-0.350118	-0.148401	0.869852	-1.474196	0.414547	-0.828991	-0.029977	-0.384048	-0.153867	-0.451291	0.156986	0.164311	0.622270	0.297817	0.959811	-0.233511	-1.328075
Probe 1318	1.071296	-0.626882	-0.549393	-1.324114	1.705166	-3.323021	-0.038143	-0.599995	-0.567231	-1.120245	-1.169385	-0.727945	1.219215	-0.572595	-0.573970	-0.817504	-0.219878	-0.113902	-0.808773	-0.790013	0.027177	-0.908478	-1.152166	-1.187780	0.926659	0.116191	-1.004113	-1.224235	-0.774355	-1.080473	1.877456	-0.634286	1.608377	-1.033004	-0.698080	-0.487294	0.628952	-0.405515	1.699660	-1.477529	-1.292964	-0.515685	-0.739367	1.252579	-0.573454	-0.180452	-1.194638	2.031172
Probe 1319	-0.574074	-0.630841	-0.784447	0.037401	-0.367016	-0.317364	0.778472	0.476295	2.151040	-0.815875	1.541311	-0.245413	-0.493050	-0.334946	-0.057732	-0.706340	0.678418	-0.342508	-0.809136	1.223627	-0.594505	-0.453564	-0.914554	-0.794633	0.200214	0.847956	-0.496402	0.560916	-0.638901	0.551963	-0.798761	2.650701	0.212013	-0.564129	0.989118	-0.467946	-1.055603	0.978606	-0.024528	0.725681	-0.954144	-0.411728	-0.955617	-0.085526	-0.192342	-0.369726	-0.041220	0.120060
Probe 1320	0.015051	-3.182271	1.008302	-0.236986	0.192749	-3.593406	-3.116503	-3.305652	-4.147664	0.734913	-2.576279	-3.021297	-0.342441	-2.268651	-0.102997	-2.890451	-3.526341	-2.870654	-0.947170	-2.277076	-0.227961	-1.421006	-4.155120	2.371417	0.153726	-3.346477	0.371199	-2.719103	1.011360	-1.238783	-3.129995	-2.895960	-1.433332	-0.528315	-2.973658	0.018199	-2.497853	-2.357363	-1.611262	-2.930404	-3.807624	-2.247631	-0.895385	-1.950021	-2.705425	0.805493	-3.183034	1.403923
Probe 1321	-0.833714	-1.005691	0.512741	0.314068	0.188009	-0.484904	0.779475	0.987500	-0.044492	-0.297102	1.375861	0.090251	-0.195626	-3.452885	0.658305	-1.681078	1.424118	0.897288	-0.298719	1.355730	0.017550	1.375109	-0.954030	-2.215563	0.274701	0.971763	-1.177981	-0.602590	-0.130792	0.466673	0.046418	-0.109977	1.286340	-0.410529	1.581701	-0.504948	0.573728	1.323006	0.607464	0.412287	0.311120	0.435522	-0.728890	0.346164	1.252212	-0.302721	-0.369859	0.491096
Probe 1322	1.160032	-2.543541	2.477581	0.907488	0.301234	-3.138140	3.119899	4.681002	-0.363967	0.695313	3.325058	-1.204846	1.210572	-2.226417	0.705874	-2.160978	0.783605	0.037760	0.529544	2.290371	0.563496	1.707935	-3.289669	-1.765414	-3.631050	2.899310	1.417211	0.445572	2.708615	0.344923	-2.449520	3.041301	0.694241	3.956581	-0.188844	2.908544	-1.666941	0.714746	-1.528120	3.148311	-2.926067	0.966360	0.552541	0.548629	2.881695	-0.744000	-2.658461	-1.183354
Probe 1323	0.080642	0.461424	1.250993	0.207706	0.246573	-2.073439	0.589607	0.302388	-0.320160	1.499925	0.561197	0.562727	0.082735	0.218702	0.616671	-1.166583	-0.294756	0.769297	-0.121648	0.989901	0.281590	0.048234	-3.374783	-3.861803	1.711556	0.680617	-1.385727	-0.435732	1.690920	-0.548225	0.344446	0.046808	-0.214891	0.000000	-0.182508	0.848101	-0.095526	0.773356	0.472188	0.441835	-0.190565	-0.606616	0.009338	0.089630	0.167653	-0.143469	-1.463915	-0.063558
Probe 1324	1.304127	0.992190	-0.185423	0.582075	1.164183	0.878049	2.273171	3.044954	0.041945	0.384755	0.534336	1.170049	1.277332	-3.497758	0.074905	-1.927521	1.335737	1.069184	2.093101	-0.470243	1.686098	1.275408	-1.362153	-1.237569	1.354272	1.543142	1.359821	-0.229877	1.978941	0.799029	1.936228	1.699536	1.469670	1.928107	1.764991	1.481998	0.842719	1.365812	-0.009219	1.898148	0.854107	1.045816	-1.927716	1.713750	0.972072	1.409088	0.165222	-0.988797
Probe 1325	-0.470971	0.197918	1.243549	-0.811797	0.073753	-3.453989	0.668345	0.515298	0.042314	0.550460	-0.227603	1.115369	0.624491	-0.962988	0.588852	0.920517	1.131205	0.188774	0.734639	0.028774	1.203908	0.501593	-3.781625	0.491398	0.544723	0.751899	-0.939752	-0.246376	0.520515	0.510449	-4.672507	-0.736766	1.160517	0.103257	0.642475	-0.209087	0.718825	0.011384	1.230750	0.588020	0.702565	0.247353	-1.414795	0.664846	-0.322704	0.343807	-2.410075	-0.395161
Probe 1326	1.460823	-3.776935	-0.582807	1.246798	-0.557538	-2.794384	-4.218807	-3.495644	-3.330221	-0.410397	-2.599332	-1.188207	-2.532049	-4.633097	2.288706	1.081091	-1.423621	-2.697516	-1.119977	-3.012092	-0.532795	0.787228	-2.674163	1.033086	-5.158256	-4.436748	0.916656	-3.316575	-0.722336	-2.764884	-2.518863	-4.187706	-3.154687	0.000000	-2.573924	-0.295784	-4.076621	-3.369234	-2.711190	-2.935593	-3.814057	-1.054602	-0.317823	-1.930601	-2.293794	-1.107498	-2.801135	-2.424637
Probe 1327	-0.219376	1.419751	0.123935	-0.883803	0.231928	-0.242753	-1.338440	-1.782758	-1.006059	0.924586	-0.141386	-1.523765	0.310090	0.362269	-0.423148	-2.167159	-0.257438	-0.634856	-0.358217	-0.417722	-0.257637	0.399989	-0.903138	0.510998	0.446649	-1.509797	0.446534	-0.303983	1.075021	-0.138600	-1.259254	-1.005022	-0.230751	0.000000	-1.075288	1.137678	-0.651481	-1.559495	-1.274974	-1.689700	-2.216875	0.763464	0.146705	0.806785	-2.019846	-0.676426	-2.168746	-1.643210
Probe 1328	0.172095	0.476273	0.081623	0.362084	0.500030	-0.126511	0.717202	1.839419	0.150243	0.806834	0.635566	0.182015	0.771653	-0.148532	0.482027	-0.975846	-0.314216	-0.983862	-0.346681	1.010405	-0.564327	-0.603522	-0.362099	0.520701	0.286835	0.656329	0.641928	-0.844669	0.673429	-0.245810	1.363906	0.675212	0.035756	0.616289	-0.752646	0.840618	-0.348770	-0.446958	-0.102921	1.061189	0.255699	0.417371	0.163674	-0.462521	1.803075	-0.217815	-0.175007	0.520815
Probe 1329	-2.858781	-2.310472	4.487063	-0.083571	-2.396159	-1.840168	-3.104510	-2.044551	-3.728729	3.123382	-1.765718	-2.890351	-2.438236	-1.504272	-1.402535	-1.899983	-3.078977	-2.584963	-2.871790	-2.110295	0.295653	-2.645784	-3.694795	-1.952289	-4.188243	-3.545279	2.584210	-2.525129	0.358816	-2.222392	-2.962198	-2.304334	-2.420656	3.207706	0.000000	3.429179	-2.402218	-2.731183	-1.337158	-1.981141	-2.340652	-1.032072	-2.080847	-3.514904	-1.931659	-0.144865	-2.143922	-2.427052
Probe 1330	0.899656	-0.480390	1.014828	0.229717	0.859010	-3.404300	1.414286	1.581708	0.837478	-0.546319	1.717525	1.187801	0.915011	-1.342346	0.053159	-1.632346	0.898063	0.917576	0.589445	1.426359	0.368738	1.254854	-1.769585	-1.175105	-0.117398	1.397991	-1.566181	0.773669	0.117849	0.778412	-0.892501	1.617943	0.206603	-0.455072	1.137640	-0.486350	0.225663	0.361858	0.740613	1.306203	0.038912	0.782455	-0.259744	0.336770	1.302489	-0.184217	-0.283169	1.310443
Probe 1331	0.650696	-1.190306	1.999307	1.403015	-0.002729	-2.656765	2.412988	3.499703	-0.553888	0.755762	2.546704	-0.529953	0.527982	-1.620099	1.124846	-1.604217	0.540299	-0.314801	0.189706	2.583317	0.144610	1.395449	-2.069862	-0.978232	-1.473053	2.279533	1.240596	0.093353	2.279594	0.142084	-1.417756	2.401477	0.547405	2.839684	-0.562109	2.232957	-1.649387	0.961601	-0.961979	2.492135	-1.935609	1.074019	0.421119	0.559363	2.185556	-0.654894	-1.352928	-1.316383
Probe 1332	-0.374598	-0.606095	-0.895079	-1.758562	1.471918	-2.865243	-3.361138	-3.396517	2.195447	2.112888	-2.330534	0.646165	-0.403789	-3.238967	0.202823	-1.114133	1.508878	-0.187959	-1.110775	-1.495511	2.111142	1.400059	-1.544936	-1.420987	-4.188630	-2.577816	-0.284626	1.877761	0.163969	0.896405	-3.522653	-0.946095	1.973312	0.000000	1.684572	-2.206694	-1.150135	1.862658	0.404984	-0.400169	-4.437627	-0.659698	-2.858656	-1.610525	-3.184903	1.155640	-2.031399	0.645911
Probe 1333	-1.265428	1.370367	0.644761	0.054743	0.319209	-1.309038	-1.828379	-1.799216	-0.443679	-0.680982	-0.706126	-3.954498	-0.098654	-3.710522	0.453469	-2.524910	-0.350491	-0.167500	-0.118588	-0.638866	-0.118611	0.193237	-1.372230	-4.054011	-0.638053	-1.478785	0.045454	-1.236811	0.908045	0.537230	-3.664722	-0.661319	-0.748972	-2.233006	-0.860718	1.744394	-1.772941	0.716882	-0.457516	0.023342	-1.100293	-0.477218	-0.663521	0.141773	-1.278353	0.139211	-0.894536	-0.358789
Probe 1334	-0.231920	-0.126781	0.630778	-0.249862	-0.779567	-0.218572	0.153575	0.543594	-0.450915	0.685619	-0.717516	0.067002	-0.553860	-0.084690	-0.687050	0.246830	-1.295826	-2.470620	-0.815590	0.150846	-0.749721	-0.531347	0.734750	0.575759	-2.096421	-0.244996	0.687649	-0.439544	-0.761786	-0.575461	0.599909	-0.388355	-0.280456	-0.128301	-1.003336	0.810200	-0.924400	-0.814173	0.091660	-0.708450	0.135861	1.049885	0.041176	-0.401200	-0.262278	-0.068761	0.873157	-1.475462
Probe 1335	-0.469333	0.116901	1.383433	-1.379298	0.405897	-3.487115	-1.936453	-1.776034	0.228829	0.328663	-2.163095	-2.827120	-0.640715	-2.560000	0.554553	-1.962220	0.346943	-0.243819	0.922384	-2.248384	-0.511091	1.368533	-2.474398	0.524197	0.259815	-1.936481	0.205007	-0.255519	0.929275	-0.029630	-2.783684	-0.508166	-0.168863	-1.557892	-1.554578	0.390202	-0.098708	-0.816904	0.382632	-0.280364	-2.570436	1.232956	-0.193870	-0.668415	-1.449147	-0.463162	-2.231003	0.508030
Probe 1336	0.495301	-0.287687	1.604343	-0.059270	1.060262	0.651435	0.749182	2.225124	-0.359467	0.663593	0.481451	0.023332	-0.119526	0.164206	0.473758	0.432081	-0.018806	-0.615347	0.189602	1.200903	-0.100232	0.558411	1.086165	-0.342360	0.236340	1.011272	0.110823	0.056746	0.988489	0.827836	-0.558217	-0.004601	1.066202	0.325636	-0.207459	1.057959	-1.585471	-0.073370	-0.066763	-0.528966	-0.360182	-0.863616	0.356158	-0.668357	0.110325	-0.490331	0.388590	0.420771
Probe 1337	-2.025456	-0.197667	1.675106	0.308726	-2.091439	-1.593611	-0.210146	1.700771	-1.504577	-0.068813	-2.631890	-0.385006	-1.367732	1.695250	0.712633	0.126186	-1.213041	0.624417	0.018669	-0.875735	-1.041516	-2.430229	-1.868608	-0.931415	-1.901382	-0.574447	1.767153	-1.251004	-0.521150	-1.540643	-0.685629	-1.716928	-0.749744	-0.070849	-1.279867	-0.722886	-1.336454	-0.791117	-1.782930	-1.745495	0.518787	-0.596816	1.063226	0.343099	-2.618733	0.277264	-0.148491	-1.418484
Probe 1338	-0.049016	-0.079295	1.186894	-0.614165	-0.138955	-0.009220	0.182878	0.120710	-0.952434	1.302908	-0.716138	-0.409965	0.243408	-0.374373	-0.743883	-0.295072	-0.558579	-1.114910	-0.855428	-0.104189	0.020161	-1.675304	-0.218847	-0.414553	-1.215007	-0.232594	1.103061	-0.242744	0.495160	-0.256397	-0.840208	-0.832180	0.076642	-0.418061	-0.762936	1.740403	-0.177014	-0.900927	-0.673893	-0.354153	-0.126885	-0.676215	-0.351045	-1.142554	-0.013070	0.765522	-0.094592	-0.525702
Probe 1339	0.953344	0.815853	1.224275	-0.760252	1.431773	-1.138144	-0.062429	0.657453	0.103321	-0.409218	0.672741	0.169303	1.533026	-0.059279	-0.034161	-0.744824	0.371161	1.026762	0.831252	0.211847	-1.134132	0.781086	-1.901387	-0.943881	1.648997	0.033685	-0.209729	0.130377	-0.896501	0.040167	-0.520927	-0.083718	0.669613	-0.153113	0.262422	-0.421819	1.121415	-0.134683	0.168706	0.429148	-1.072034	0.448408	-0.245278	1.278230	1.024173	0.244535	-0.594435	0.867947
Probe 1340	-0.354158	-0.103066	0.126339	-0.364418	1.052157	-1.718628	0.512992	1.874405	0.293386	0.451227	0.679160	0.529853	0.577992	-1.101045	0.351972	-0.024437	0.145383	-0.098143	0.531267	1.188154	0.652561	-0.291685	-2.279121	0.272043	1.453912	0.438280	-0.867320	1.049700	0.445876	-0.096224	0.207218	1.380089	0.541539	1.304481	1.269835	0.949127	0.121597	0.595162	0.629770	0.529702	-0.849920	-0.788109	0.024435	-0.281580	1.100527	1.012686	-1.596222	1.815096
Probe 1341	-0.676921	0.028066	1.653438	-0.086867	0.805844	0.499397	0.199769	0.363602	-0.773522	0.545784	0.185921	-1.357004	-0.054844	0.664980	-0.051774	0.670275	-1.111511	0.723499	1.054813	-0.077821	-0.582676	0.110858	1.680989	-0.274123	0.582295	0.534705	0.150334	0.047269	-0.055746	-0.292267	-1.294728	0.817941	-0.527593	-0.485565	1.909332	1.232865	-0.675281	-0.723128	-1.036081	0.914332	-1.376696	-0.778608	-0.206451	0.182482	0.007749	-0.496293	0.471790	0.141417
Probe 1342	-0.966046	-0.837404	0.748301	0.387418	0.750272	-0.930856	-0.423001	0.277616	-1.340497	0.394561	-0.929444	-1.511743	-0.159375	-0.603346	-0.130777	-0.907868	-1.173456	-0.821752	-0.208939	-1.228526	-0.845892	-0.230453	-0.864529	1.224643	-0.376829	-0.684060	0.225895	-1.439462	0.776076	-0.375727	-0.892203	-1.056491	-0.012358	0.084560	-0.650319	0.637380	-0.910034	-1.966945	-1.093588	-1.004368	-0.968988	-0.047966	0.265507	-0.485610	-0.700537	-0.880571	-0.971878	0.918340
Probe 1343	-0.673379	0.308775	0.062771	-0.203184	-0.047333	0.661736	0.267834	0.413038	0.446716	0.647460	0.378637	0.522522	-0.412020	-0.506953	0.147416	-1.791538	0.225241	-0.271242	0.483327	0.223805	-0.646065	0.601868	1.647505	0.658303	0.772980	0.435227	0.344871	-0.393059	0.201492	-0.089867	-0.259884	-1.015792	-0.105388	0.449484	0.524361	-0.308925	0.395250	-0.161894	0.180673	-1.067626	0.579001	0.137129	0.107875	1.679984	-0.435427	0.289143	0.337615	-0.401597
Probe 1344	-0.736730	0.549264	1.621495	0.585331	1.137380	-1.290233	-0.352095	-1.450255	-1.912802	1.316739	-0.845299	-2.665424	0.430761	-0.771299	0.055980	-0.826185	-0.424347	0.030194	1.774022	-0.455692	-1.156363	0.028950	-1.007227	-0.192342	-1.177658	-0.222576	0.594943	0.068002	1.049173	0.005591	-0.212501	-0.961213	0.848758	-0.347086	0.634526	1.005824	-0.301403	0.261401	-1.166265	-1.604196	1.456861	0.226293	-0.920809	1.885761	-1.764812	-1.173924	-0.628195	1.111223
Probe 1345	0.071054	-0.606544	0.364161	1.778226	-0.239275	-0.544221	0.017544	-0.246972	-0.297525	0.083774	-0.020955	0.579715	-0.423256	-1.524769	-0.237668	-2.288376	0.640821	0.414358	-0.208546	-0.327886	2.101273	0.688924	-3.371223	0.306387	0.770188	-0.435272	0.271228	1.480017	1.820988	-0.027442	0.182089	-0.881043	-0.480144	1.591971	0.877233	0.578585	-0.613743	-0.305679	-1.086766	0.034548	-0.091181	0.293554	-0.234250	-0.029048	-0.341733	0.293923	-1.377763	1.857201
Probe 1346	-3.222288	-2.805501	2.189010	1.168978	-2.871004	-2.457497	-3.455310	-3.635102	-3.326380	1.634281	-2.304242	-3.486282	-2.465923	-2.780177	-1.912216	-3.031159	-3.625028	-3.084352	-3.544215	-2.557482	-1.064062	-3.161219	-3.959067	-3.072954	-3.421898	-3.804977	1.106072	-2.678128	-1.075162	-2.693083	-3.196425	-2.507446	-2.381107	-3.158895	-3.842185	2.486386	-3.188866	-3.475824	-2.365146	-1.660722	-3.357780	-2.468801	-2.291396	-5.354961	-2.547149	0.925947	-2.085941	-2.701083
Probe 1347	-0.564096	-0.071516	0.767643	0.260489	0.730687	-1.539794	-1.340877	0.881935	0.832005	-0.246570	-0.835399	1.103231	0.510392	-0.595583	-1.386147	-1.056027	-0.733025	-0.140971	1.348799	-1.113334	-0.849046	-0.190486	-0.422988	-1.665172	1.482681	-1.142566	-1.174544	0.327103	1.784688	-0.547215	0.070176	-0.279207	1.118219	1.877018	-0.396494	1.191401	-0.905187	-0.732149	-0.476626	-1.256784	-1.416243	0.788247	-0.430841	0.821179	-0.444479	1.486736	-1.120890	1.400646
Probe 1348	1.385597	0.686549	1.121825	0.099786	1.137590	-1.463860	0.519511	1.305244	-0.004549	0.746787	1.058209	0.218460	1.385751	-0.619840	0.134340	0.194623	1.850823	1.172284	0.892656	1.544809	0.274295	1.548882	-0.689128	-1.517743	1.265564	0.489904	-0.467088	-0.328261	-0.999703	1.304604	1.787129	1.254022	2.573076	0.000000	0.191724	0.673737	0.447029	0.720153	1.042770	0.840594	1.878046	0.185781	-0.099474	2.015632	0.385457	-0.489929	-1.048419	-0.045749
Probe 1349	0.147794	0.208439	-3.440760	-1.115477	-1.789120	2.139746	-2.216656	-3.232195	-3.116871	2.572064	-3.144302	-1.143951	-1.056022	2.745552	-0.608577	-0.288894	1.752374	-0.383962	-2.263916	-1.387694	0.750909	-0.079511	-0.159954	-0.132226	0.382114	-2.354087	-1.769710	-1.076646	-1.746334	-2.074243	-2.311342	-1.708330	-3.169755	-0.281264	1.106380	0.753612	-0.517317	0.626031	-0.992844	-1.522490	3.416612	-0.661363	-0.542805	-0.170852	-1.838375	-2.151612	-1.542350	-0.086852
Probe 1350	-2.862536	-2.116246	2.193458	-0.091437	-2.474464	-2.347217	-2.968506	-2.801143	-3.015931	1.721822	-1.823843	-3.694801	-2.131745	-2.193686	-1.599439	-2.523411	-3.087514	-2.584284	-2.693616	-2.247384	-0.991717	-2.656179	-3.027893	-2.470825	-2.732006	-3.134198	1.119874	-2.406682	-0.903850	-2.214658	-2.681269	-2.217623	-2.401279	-2.699690	-3.176386	2.452817	-3.037804	-3.007844	-2.400024	-1.235216	-2.707061	-1.720541	-1.722191	-3.598838	-2.203113	0.772950	-1.180789	-2.303464
Probe 1351	-0.158250	-1.142396	0.005688	-0.070479	0.103505	-1.344742	1.478090	2.785125	0.420262	1.444175	0.784992	-3.404570	0.296616	-2.913785	0.403845	-3.420013	0.720275	-0.517756	-2.793396	0.347888	-2.642092	-0.762607	0.200261	-1.692466	0.637266	1.395000	-0.128817	1.336510	-0.762520	-0.067718	-3.804099	1.247809	0.362267	1.487302	1.068089	0.557569	-1.731311	0.246098	1.684747	1.512256	-3.057058	-2.927664	-0.194869	-0.130800	1.051989	-1.018448	-3.576078	1.204437
Probe 1352	-1.017960	-2.317380	0.815060	-0.004678	0.048203	-4.233463	0.216916	-1.325726	-3.458388	-1.004401	-2.620446	-4.186028	0.298537	0.639977	0.344701	-3.295974	0.262589	-0.369065	-0.858399	-2.107773	0.869147	1.933418	-4.540278	1.792705	-3.427026	-0.660235	0.578815	-2.189787	0.288241	0.691314	-4.523887	-1.266670	0.482604	0.578173	-3.402260	1.090299	-4.455020	-1.308631	0.198003	-2.889872	-5.138782	-0.199346	0.112851	-5.688467	-2.894660	-0.386484	-2.620878	1.307621
Probe 1353	-0.868239	-0.406159	1.032241	0.044358	0.724037	-1.357491	-1.270336	-0.681929	-2.178661	0.428293	-0.791419	-1.109975	0.002862	0.149872	0.073190	-0.763205	-1.099327	-0.089790	-0.331581	-1.857636	-0.828931	0.021608	-0.819570	1.437870	-0.760761	-1.412725	0.233214	-1.669103	0.618001	0.058617	-1.944647	-1.328346	0.233340	-0.180137	-0.079611	0.187749	-1.366548	-1.530174	-0.669942	-1.422608	-2.251867	-0.011677	0.586650	-0.840367	-1.055850	-0.783620	0.055767	1.090541
Probe 1354	-1.645294	-4.532933	1.898564	0.995796	-1.109309	-3.670489	-4.328237	-4.174340	-5.322024	1.319475	-4.396653	-4.071474	-0.458383	-0.739752	1.196234	-0.193456	-3.331400	-4.983188	-0.647823	-4.005351	-2.132732	-0.502991	-5.354128	1.173391	-5.053881	-5.227084	1.686695	-3.530985	2.070506	-2.720885	-3.957186	-4.524941	-0.637236	-4.546586	-4.789095	2.174522	-4.647795	-4.195226	-3.968369	-4.189626	-4.397849	0.033723	0.705478	-3.979769	-3.903599	-2.756481	-3.997173	-4.598979
Probe 1355	-3.379515	-2.546206	1.031996	0.298054	1.090584	-2.926504	-3.806307	-3.816834	-3.712542	0.241378	-2.403090	-3.144979	0.584756	-1.983972	0.158354	-2.697033	-2.883839	-2.530253	-0.421902	-2.730322	-1.818346	0.201317	-3.106539	2.372611	-3.765378	-3.872192	0.405723	-2.726087	1.225713	-1.089561	-3.124732	-3.315487	0.117044	0.303378	-2.402654	0.305230	-4.916047	-2.256669	-2.352390	-2.723334	-3.385487	-0.203120	0.452908	-1.372237	-2.707181	-1.526217	-3.236985	1.642701
