Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100	Training experiment 101	Training experiment 102
Probe 283	-1.214225	-1.383824	-0.880705	-0.555188	-0.464424	-1.409764	-1.183640	-1.448467	-0.771913	-0.940297	-0.518225	-2.251637	-1.021409	-1.448520	-1.045364	-0.979412	-1.168873	-0.979071	-0.539117	-1.400520	-0.764650	-1.953478	-1.026566	-1.611164	-0.705872	-1.380064	-1.493674	-1.127437	-1.268720	-1.225058	-1.325470	-0.984841	-0.710655	-0.909744	-1.327712	-1.449386	-0.884301	-1.002615	-0.545065	-0.898926	-1.199587	-0.673138	-0.832230	-1.617185	-1.184951	-1.254307	-0.189292	-0.959865	-0.769506	-1.129832	-0.736365	-1.614908	-1.155140	-1.734110	-0.519558	-0.874071	-1.099251	-0.880030	-0.779462	-0.431514	-0.572985	-1.342359	-1.022265	-0.727005	-1.059980	-1.478463	-1.209135	-1.623249	-1.017416	-0.562303	-1.288064	-1.128678	-1.347953	-1.024466	-0.710451	-1.505299	-0.561497	-0.530546	-1.085598	-1.837983	-0.939253	-0.596358	-0.789278	-1.060456	-1.120443	-0.493024	-1.161026	-1.156480	-0.810312	-1.315911	-2.371152	-0.853800	-1.438349	-0.851207	-0.569699	-1.083576	-0.741805	-1.245730	-0.905882	-0.816484	-0.869982	-0.959162
Probe 284	0.401997	-0.306344	-0.127938	0.282338	0.491550	0.470664	-0.579581	0.267469	-0.042016	0.472454	-0.330203	0.098383	-0.668053	0.373885	0.016694	-0.623836	0.643928	0.680963	0.175831	0.118179	0.401732	0.122869	-0.106903	0.145499	0.339078	0.094554	0.552249	0.243923	0.299474	0.443537	-0.147406	-0.092497	-0.286720	0.100729	-0.694889	-0.548785	-0.018620	-0.057224	-0.287406	-0.051644	-0.496529	-0.242645	0.055373	-0.358121	-0.589705	0.150783	0.535787	-0.644227	-0.218158	-0.612055	0.340790	0.173064	0.692834	0.115365	-0.309144	0.527257	-0.627933	-0.101923	-0.099506	0.459501	0.213877	0.301319	0.504978	-0.125344	-0.615258	0.236166	0.158625	0.117771	0.752466	-0.144057	0.066110	-0.605098	-0.506390	-0.006648	0.292807	-0.011165	0.296760	0.208026	-0.010853	0.111043	-0.054668	-0.101325	-0.092662	-0.622651	-0.459846	0.165323	0.166037	-0.428986	-0.123002	0.431044	-0.026352	-0.211062	0.623979	-0.105916	0.212218	-0.084628	-0.165812	0.024316	-0.042767	0.121181	0.059292	0.059686
Probe 285	-0.280881	-0.335938	0.062956	-0.138544	-0.004761	-0.293436	-0.334860	-0.017106	0.356695	-0.175348	-0.233668	-0.353207	-0.575593	-0.303079	0.196674	-0.433699	0.071582	-0.148427	0.355010	-0.291394	-0.065921	-0.316413	-0.068991	-0.062166	-0.146728	0.083976	-0.216025	0.108358	-0.331092	-0.345104	-0.216123	0.020111	-0.170727	0.209846	-0.371498	-0.388192	0.396372	0.157252	-0.232169	0.068243	-0.359915	-0.221889	0.096217	-0.278344	-0.377528	0.117026	0.253826	-0.380299	-0.152666	-0.312489	-0.185985	-0.118642	0.329144	-0.414312	-0.219531	-0.060556	-0.363023	0.524059	0.543625	0.044477	0.214820	-0.339892	-0.100834	-0.002289	-0.333725	-0.101426	0.261473	-0.171435	0.007240	0.439097	0.080990	-0.349124	-0.360672	0.030404	-0.169959	0.016759	-0.021276	0.313068	-0.170007	-0.322789	0.070568	0.236098	0.204284	-0.517486	-0.411689	0.233928	0.138297	-0.271910	0.127817	-0.343348	-0.200077	-0.166239	-0.401722	0.335457	0.252214	0.007193	0.542540	0.111426	0.176990	0.212667	0.115679	0.148934
Probe 286	0.440830	0.533279	0.734198	0.437648	0.310532	0.404235	0.593581	-0.090677	0.954864	0.491620	0.433334	0.917065	0.447380	0.417028	0.913750	0.637002	-0.030412	0.039054	0.998320	0.910916	0.395681	0.818709	0.015371	0.143481	0.577620	0.019086	0.604648	0.701068	0.470311	0.366464	0.534833	0.191175	0.431399	0.793984	0.418010	0.632354	0.994020	0.849796	0.325580	0.760480	0.442352	0.403788	0.884378	0.393283	0.440990	0.844947	0.851424	0.522462	0.478603	0.448095	0.291920	0.013079	-0.130369	0.813598	0.440756	0.441690	0.327424	1.095525	1.103723	0.197222	0.982379	0.493626	0.641071	0.770477	0.368889	-0.014091	0.836069	0.050502	-0.042401	1.114422	0.747085	0.498260	0.420148	0.769588	0.386376	-0.018386	0.257798	1.048269	0.142985	0.941449	0.563368	-0.005241	0.804398	0.564746	0.549356	0.946318	0.783259	0.511978	0.010479	0.411795	1.001978	0.456593	0.286549	1.013773	0.926703	0.066790	1.170300	0.847131	0.837419	0.886670	0.823699	0.863003
Probe 287	-1.264622	-1.166067	-1.439972	-0.989151	-1.380568	-1.280166	-0.959173	-1.242436	-1.367343	-1.398768	-1.434713	-0.923109	-1.218319	-1.269753	-1.412163	-0.985311	-0.917582	-0.935777	-1.053791	-1.056739	-1.060429	-1.011350	-1.332850	-1.009513	-1.021319	-0.926737	-1.378263	-1.219419	-1.134521	-1.290561	-0.961884	-1.280626	-1.457810	-1.095051	-1.129864	-1.039868	-1.322390	-1.308647	-1.402596	-1.241369	-1.034110	-1.410659	-1.071007	-0.662903	-1.231647	-1.462797	-1.198762	-1.073526	-1.588979	-1.236509	-1.016283	-1.012354	-0.833032	-1.013745	-1.479450	-1.303180	-1.155645	-1.330869	-1.362493	-0.916632	-1.121604	-1.184454	-1.329748	-1.357911	-1.112893	-1.132324	-1.474175	-1.115304	-0.984026	-1.323898	-1.300087	-1.129838	-1.028385	-1.124746	-1.293578	-0.986820	-0.606580	-1.175143	-1.263212	-0.869365	-1.465547	-1.173981	-1.333056	-0.969218	-0.971295	-1.187707	-1.592787	-1.169020	-1.078432	-1.447485	-0.947273	-1.339806	-1.532932	-1.323172	-1.192110	-1.215018	-1.259315	-1.190111	-1.235564	-1.159339	-1.160788	-1.102439
Probe 288	0.535519	-2.930581	1.243905	-0.591921	-0.104098	1.626374	-2.971451	-2.082283	-2.947889	-0.196567	1.341502	-0.104177	-3.235311	1.658081	1.497267	-1.948350	-0.952855	-0.846384	-3.069019	-0.188783	-0.017482	-0.270397	0.481948	-2.935869	-0.559826	-2.577953	-0.154872	1.555566	0.231346	1.550335	-3.178909	0.434040	1.346608	-3.502713	-2.478917	-3.199515	-2.746208	1.366615	1.168553	0.569207	-2.605039	1.439429	-3.406071	-2.396548	-2.673601	1.554368	-3.140154	-2.866928	1.405970	-3.367907	-0.440216	-2.630534	-0.806900	-0.238401	1.178609	-0.203694	-3.197229	-2.745148	-2.851823	-0.409618	-2.968826	-0.689892	-0.094772	1.238786	-3.069827	-2.179650	1.547211	-2.675745	-0.957689	-2.670445	1.565229	-2.862124	-2.374316	-3.620232	-0.716046	-2.338902	-0.342394	-2.931971	0.472781	-0.120024	1.273047	0.196178	1.324555	-2.976281	-2.417218	-2.901124	1.557080	-2.085883	0.410592	1.710366	0.078684	1.349557	1.582883	-2.894613	-2.804976	0.394996	-2.906370	1.567407	0.542648	-3.599926	-3.527244	-3.615554
Probe 289	0.090288	0.102513	0.115984	-0.782654	-0.347708	0.013098	0.119767	-0.395075	0.216412	-0.214195	0.204348	-0.735221	0.047362	0.145754	0.284983	0.113274	-1.374191	-1.485689	0.400756	-0.777371	-0.400051	-0.817747	0.119707	-0.163129	-0.813461	-0.243091	-0.035872	0.287120	0.087486	0.008741	-0.003960	0.136385	0.264221	0.364985	0.071055	0.148516	0.199080	0.194400	0.239546	0.168725	0.120457	0.345498	0.366788	0.099992	0.095717	0.252769	0.271726	0.008552	0.339525	0.118275	-0.735293	-0.344372	-1.158697	-0.770122	0.154463	-0.235636	0.010116	0.228656	0.226988	-0.505494	0.389593	0.252065	-0.045428	0.159797	0.079689	-0.291499	0.208476	-0.323209	-1.310465	0.219560	0.261735	-0.016298	0.097804	0.303071	-0.593559	-0.284458	-0.744487	0.465291	0.197212	-0.716969	0.065385	-0.129929	0.200229	0.068132	0.087325	0.395247	0.249848	-0.018936	0.013341	0.246103	-0.720633	0.366570	0.016289	0.223844	0.396328	0.125562	0.153321	0.281078	0.208088	0.368739	0.350277	0.372790
Probe 290	-1.099878	-1.395428	-1.191296	-0.741055	-0.854055	-0.800388	-1.081321	-0.438688	-1.356485	-0.583005	-1.346184	-1.089355	-1.181136	-1.104829	-1.192551	-0.909954	-0.330546	-0.128238	-1.434040	-1.047602	-0.725043	-0.977170	-0.890786	-0.819658	-0.947494	-0.883699	-0.622519	-1.342816	-1.147100	-0.984187	-1.260216	-0.968062	-1.308684	-1.460534	-1.102428	-1.026369	-1.209562	-1.187580	-1.450018	-1.144497	-1.146664	-1.316595	-1.395330	-0.887388	-1.044662	-1.372266	-1.459952	-1.094497	-1.339710	-1.123336	-0.888962	-0.613175	-0.330538	-0.987612	-1.245284	-0.734940	-1.081052	-1.229077	-1.331573	-0.867696	-1.375020	-0.755564	-0.571814	-1.286458	-1.029136	-0.561094	-1.134535	-0.566375	-0.308094	-1.255209	-1.257995	-1.025554	-1.051455	-1.497197	-0.785292	-0.832674	-0.701257	-1.369356	-0.795603	-1.046988	-1.019877	-1.136978	-1.257811	-0.845750	-0.967759	-1.396800	-1.126069	-1.320097	-1.115837	-0.822212	-1.089658	-1.322735	-0.823597	-1.326238	-1.326138	-0.940708	-1.407628	-1.322296	-1.217212	-1.404481	-1.351676	-1.440180
Probe 291	0.760012	0.655920	1.167653	0.331468	-0.125568	0.955669	1.764179	0.961756	0.604203	-0.086730	0.774924	1.719585	1.411678	0.858824	0.373929	2.105097	0.652155	0.699956	0.571780	1.575365	0.031268	1.626573	0.396379	0.893396	0.297915	0.835943	-0.079676	0.487682	0.761558	0.889206	0.449011	0.435958	0.741395	0.490440	1.493626	1.789789	0.631179	1.089360	0.800018	1.197480	1.571988	0.634180	0.470525	0.758044	1.284369	0.340333	0.279308	1.453425	0.888332	1.471995	0.246850	0.875635	0.761361	1.654856	0.704042	-0.362312	1.216746	0.546665	0.421299	-0.060908	0.603968	0.772058	-0.043796	1.125651	1.395763	0.972922	0.456002	0.965760	0.464137	0.510130	0.369853	1.562839	1.154181	0.439289	0.180497	0.831077	0.219926	0.601038	0.501968	1.567299	1.040248	0.431565	1.030886	1.944902	1.626326	0.657937	0.411188	0.654785	0.468175	0.853616	1.555147	0.653145	1.046647	0.561013	0.625135	0.352326	0.503151	0.328442	1.107713	0.513789	0.550116	0.455522
Probe 292	0.145328	0.036456	-0.298988	-0.116330	0.093054	0.273003	-0.447363	-0.030571	-0.307083	0.243533	-0.566081	-0.186037	-0.426119	0.038891	-0.344466	-0.324324	0.425596	0.551291	-0.056581	-0.156395	0.088535	-0.095337	-0.576881	-0.014905	-0.045942	-0.023489	0.263575	-0.307210	0.108673	0.162832	-0.119398	-0.608797	-0.562243	-0.263579	-0.413203	-0.411394	-0.218069	-0.194799	-0.601440	-0.185148	-0.503689	-0.554024	-0.113468	-0.237896	-0.608115	-0.304403	-0.128105	-0.435045	-0.527951	-0.579321	-0.055080	0.041504	0.495432	-0.139894	-0.581285	0.160813	-0.469897	-0.258479	-0.338739	0.005598	-0.151057	0.007904	0.281236	-0.275080	-0.543009	0.114632	-0.310648	0.030681	0.582310	-0.262840	-0.387036	-0.422664	-0.485555	-0.301174	-0.045932	-0.142642	-0.084508	-0.080511	-0.472848	-0.179571	-0.169540	-0.710748	-0.256609	-0.440985	-0.452299	-0.098014	-0.321691	-0.239256	-0.631096	0.174707	-0.282574	-0.568668	0.393114	-0.267745	-0.052709	-0.557494	-0.350127	-0.277362	-0.246697	-0.233796	-0.176960	-0.170472
Probe 293	1.284630	0.489022	0.655530	-0.307439	-0.340986	1.480563	0.774252	1.495504	0.613520	-0.225917	0.168243	-0.486261	0.609377	1.239867	0.381062	0.787413	0.928305	0.997915	0.416773	-0.490820	-0.424354	-0.557777	0.431902	1.371051	-0.414931	1.275291	-0.141708	0.665005	1.129404	1.319983	0.446141	0.541011	0.281515	0.510185	0.562178	0.745449	0.721282	0.653366	0.217525	0.720438	0.707640	0.310228	0.538767	0.674596	0.597270	0.452120	0.352394	0.606183	0.364529	0.627647	-0.375425	1.502973	0.889311	-0.455929	0.243838	-0.400854	0.573444	0.630811	0.544265	-0.370786	0.452541	1.046604	-0.168728	0.608303	0.499693	1.517812	0.481841	1.403175	1.078805	0.580125	0.526441	0.719021	0.608039	0.414789	-0.534760	1.187963	-0.455807	0.450581	0.498073	-0.543420	0.638179	0.463552	0.641164	0.730911	0.698318	0.475141	0.462704	0.526765	0.397092	1.341306	-0.495582	0.288317	1.621743	0.556901	0.456350	0.501416	0.551722	0.406956	0.689695	0.535845	0.493937	0.510983
Probe 294	0.367163	0.233100	0.233052	-0.622919	0.072907	0.300756	-0.530242	0.162073	0.098863	-0.007409	-0.303993	-0.150559	-0.699738	0.270461	0.175820	-0.679225	-0.478698	-0.544116	0.220116	-0.133305	-0.082600	-0.248086	0.697410	0.410713	-0.476215	0.278177	0.090571	0.116015	0.292646	0.208284	0.270678	0.687036	-0.320558	0.220917	-0.720959	-0.553168	0.113873	0.312488	-0.076940	0.311228	-0.582869	-0.208354	0.254421	0.224145	-0.706107	0.232830	0.280825	-0.708427	-0.232903	-0.716566	-0.293131	0.236992	-0.509601	-0.411704	-0.246265	0.169480	-0.669012	0.087269	0.125285	-0.213219	0.201650	0.306400	0.138042	0.193733	-0.822577	0.217038	0.191817	0.284469	-0.393272	0.163455	0.146868	-0.704264	-0.876493	0.141354	-0.476059	0.281331	-0.693029	0.231312	0.819666	-0.273558	0.021114	0.176607	0.301393	-0.595710	-0.506142	0.163474	0.162931	0.183097	0.419623	0.385571	-0.158549	-0.106549	0.161506	0.114357	0.190508	0.547501	0.144218	0.200870	0.228659	0.205198	0.250797	0.312253
Probe 295	0.469304	-0.019091	0.128555	-1.201966	-0.507300	0.518889	-0.701349	0.111141	0.018758	-0.065370	-0.088487	-0.898677	-0.550253	0.403958	0.141166	-0.793994	-0.172022	-0.214767	0.270385	-0.824300	-0.540094	-0.967784	0.172340	0.223447	-1.124862	0.181381	0.055550	0.052110	0.380635	0.418540	0.023183	0.164725	0.014097	0.059303	-0.692485	-0.930344	0.173835	0.179509	-0.025124	0.103280	-1.050444	0.002758	0.142948	-0.025399	-0.823466	0.120403	0.317249	-0.726372	0.037585	-0.775873	-1.004731	0.248537	-0.284332	-0.977570	-0.019825	-0.431367	-0.809172	0.056556	0.143355	-0.824719	0.207294	0.382390	0.128233	0.150300	-0.850139	0.267630	0.144057	0.267571	-0.101099	0.107966	0.159114	-1.070435	-0.728097	0.042756	-1.145346	0.130774	-1.280241	0.230817	0.271500	-0.905809	-0.007501	-0.274497	0.127807	-0.856916	-0.943970	0.152799	0.220172	-0.107267	-0.077976	0.379330	-0.805441	0.037203	0.517993	0.124976	0.261661	0.115551	0.008941	0.120652	0.084644	0.038466	0.115518	0.144360
Probe 296	-0.689971	-0.336723	0.216451	-0.809319	-1.200597	-0.621350	-1.444521	-0.713522	0.492569	-1.058981	-0.467090	-0.633985	-0.510607	-0.605312	0.193726	-1.285210	-1.105648	-1.308396	0.325611	-0.666301	-0.945248	-0.845760	-0.716396	-0.674026	-1.016088	-0.755508	-1.081004	-0.116922	-0.517329	-0.672923	-0.053871	-0.562326	-0.336667	0.180156	-0.318254	-1.217803	0.556420	0.376260	-0.495935	0.099257	-1.292027	-0.424893	0.169803	-0.386164	-0.298644	0.057122	0.425184	-0.377163	-0.362783	-0.314531	-1.155503	-0.662160	-1.221661	-0.860484	-0.418523	-1.039710	-0.498623	0.631902	0.683257	-1.048554	0.237053	-0.582631	-1.056149	0.169966	-0.416952	-0.681088	0.001175	-0.790638	-1.114906	0.631418	0.000627	-1.339865	-0.447310	0.067498	-0.932644	-0.700056	-1.008922	0.404334	-0.773275	-0.651071	-0.038062	-0.517280	0.337526	-0.912612	-1.318824	0.247483	-0.022246	-0.406939	-0.639833	-0.549879	-0.511822	-0.309571	-0.597473	0.596760	0.230839	-0.623146	0.751479	0.138327	0.252500	0.210245	0.087070	0.236802
Probe 297	0.509783	0.470886	1.275779	0.559794	0.224267	0.484736	0.695265	0.391631	1.414736	0.158989	0.659372	1.128154	0.374874	0.480351	1.053942	0.534738	-0.123065	-0.163468	1.362080	0.999342	0.452002	0.877479	0.237821	0.243342	0.636983	0.283764	0.314725	0.801180	0.561568	0.532640	0.662539	0.564691	0.656604	1.074621	0.298397	0.585000	1.365429	1.340620	0.557113	1.019447	0.595638	0.573290	1.041652	0.421266	0.420719	1.067268	1.388001	0.410656	0.619547	0.568659	0.600554	0.295852	-0.117995	0.875507	0.588439	0.329030	0.187267	1.420824	1.469501	0.235019	1.408053	0.347798	0.183592	1.148414	0.351442	0.185474	1.125113	0.170706	-0.163614	1.453389	0.947460	0.642814	0.339588	1.042585	0.603780	0.326733	0.492900	1.438210	0.317836	1.096075	0.863792	0.579356	1.235251	0.541723	0.629088	1.439355	1.023869	0.510877	0.458590	0.479474	1.315965	0.533984	0.364705	1.358970	1.462007	0.355626	1.448903	1.001704	1.229599	1.143619	1.056459	1.185195
Probe 298	0.903413	0.978279	1.337712	0.596974	0.193013	0.842503	1.135427	0.147455	1.591608	0.115796	0.998445	1.331101	1.082573	0.912257	1.489588	1.170952	0.249156	0.265647	1.507191	1.280778	0.247766	1.162736	0.520930	0.462588	0.892192	0.327676	0.254068	1.278500	0.931835	0.880698	1.021561	0.793332	0.944463	1.204421	1.018001	1.139021	1.663218	1.355511	0.905637	1.276310	1.023011	0.954532	1.240134	0.893525	0.992108	1.340544	1.231513	1.082047	1.004899	1.067423	0.550261	0.320004	0.147924	1.155877	0.964582	0.351145	0.920331	1.780726	1.704048	0.034282	1.436599	0.929562	0.309801	1.371530	0.946682	0.306118	1.325253	0.361318	0.207913	1.732149	1.316734	1.155023	0.952166	1.130912	0.678698	0.290932	0.297093	1.541034	0.639468	1.323417	1.133920	0.784875	1.421773	1.120789	1.083606	1.436540	1.336397	1.051238	0.702043	0.873465	1.430682	0.978703	0.818019	1.651405	1.449682	0.755437	1.797260	1.411528	1.337878	1.186763	1.215946	1.234037
Probe 299	0.671966	0.586060	1.078204	0.932903	1.029949	0.535463	0.567297	0.733236	1.114497	0.971191	1.343775	0.844481	0.806770	0.611082	1.266363	0.467812	0.724922	0.601305	1.361757	0.760449	0.911264	0.857250	0.980349	0.636680	0.906804	0.839680	0.979725	1.179571	0.619958	0.537857	0.753207	0.966527	1.245149	1.179957	0.691578	0.614425	1.232830	0.987846	1.256502	0.862979	0.550710	1.247916	1.171907	0.537692	0.681315	1.233824	1.330752	0.795853	1.176750	0.770291	0.860445	0.704397	0.668681	0.842969	1.349476	0.991135	0.681531	1.327595	1.332809	0.921985	1.256543	0.657691	1.022041	1.028189	0.648459	0.650153	1.172119	0.764840	0.636901	1.441955	1.229543	0.670831	0.769247	1.192564	0.955827	0.890516	0.911213	1.270810	0.953511	0.802440	0.879346	1.055662	1.005609	0.540789	0.628692	1.303132	1.302227	0.686890	1.029101	0.598584	0.829753	1.229632	0.463525	1.218922	1.303081	0.999402	1.292263	1.218836	0.954011	1.155823	1.148056	1.157866
Probe 300	-0.079834	-0.022308	-0.382693	-0.240757	-0.460887	-0.153460	-0.392679	-0.190064	-0.182083	-0.902488	-0.137981	-0.851140	-0.256350	-0.125298	0.357313	-0.350113	-0.589657	-0.697000	-0.202365	-0.844662	-0.506405	-0.800109	-0.412918	-0.320368	-0.170362	-0.317693	-0.970247	0.521183	-0.010793	-0.076603	-0.012281	-0.391608	-0.191594	-0.193011	-0.197064	-0.400024	-0.257357	-0.338825	-0.122263	-0.272418	-0.262165	-0.138947	-0.232534	-0.076788	-0.307385	0.390833	-0.109490	-0.293886	-0.178050	-0.404728	-0.218841	-0.341899	-0.460062	-0.813676	-0.123087	-0.517976	-0.102376	-0.218795	-0.147164	-0.437243	-0.243630	0.005873	-0.957643	-0.363096	-0.255604	-0.353762	0.418410	-0.350587	-0.697240	-0.229588	0.343746	-0.265504	-0.280130	-0.209258	-0.253941	-0.309860	-0.086308	-0.274309	-0.397054	-0.769658	-0.264488	-0.218192	-0.342847	-0.470616	-0.343661	-0.243063	0.450620	0.033021	-0.192605	-0.079553	-0.891308	-0.061813	-0.199378	-0.227713	-0.293695	-0.328889	-0.131148	0.376232	-0.267722	-0.224801	-0.258891	-0.226985
Probe 301	0.554930	0.364345	0.269912	0.109255	0.155258	0.416524	0.191464	0.050224	0.009775	0.328152	0.064446	0.481292	0.310048	0.554013	0.311983	0.317716	0.202746	0.218997	0.685403	0.488432	0.287775	0.328212	0.317440	0.313946	0.082708	0.198460	0.299944	0.267659	0.532752	0.418423	0.291581	0.404149	0.197228	0.198716	0.159160	0.132466	0.143220	0.406098	0.164045	0.394552	0.054260	0.077941	0.274572	0.322636	0.089053	0.244140	0.666944	0.205632	0.184735	0.154016	0.025831	0.224383	0.121698	0.365035	0.203674	0.282626	0.081398	0.090229	0.062745	0.143269	0.726803	0.639485	0.401396	0.323130	0.040551	0.153336	0.367851	0.223858	0.182881	0.146624	0.281536	0.081561	0.079546	0.169870	0.129202	0.193801	0.041666	0.738396	0.465167	0.448602	0.249872	0.063972	0.401837	0.241788	0.159869	0.738890	0.285618	0.312251	0.158919	0.544670	0.620399	0.100008	0.327606	0.111966	0.752190	0.272872	0.023077	0.277325	0.392436	0.237629	0.193743	0.280677
Probe 302	0.802146	0.584825	0.989781	-0.180581	0.149267	0.908212	0.095187	0.280268	-0.016381	0.475299	0.246411	-0.267792	0.256819	0.809555	0.456557	0.101744	0.092243	0.072352	0.727521	-0.274800	0.139590	-0.284931	0.944902	0.506476	0.012699	0.363903	0.665888	0.403349	0.723007	0.733413	0.571500	0.968865	0.223565	0.832824	0.517654	0.005100	0.046004	1.153340	0.316409	1.047836	0.123269	0.313645	0.958226	0.760511	0.405447	0.440454	0.763008	0.402259	0.237678	0.350578	-0.006977	0.349702	0.029927	-0.242495	0.312730	0.209078	0.305592	0.065166	-0.005548	-0.145861	0.637935	0.650065	0.652145	0.991417	0.384526	0.408433	0.507008	0.473053	0.151889	0.000707	0.426046	0.033981	0.442559	0.699276	0.024226	0.329080	-0.259621	0.746295	1.113216	-0.321262	0.695069	0.193967	1.076207	-0.050572	0.107940	0.669157	0.443996	0.531591	0.538789	0.846670	-0.385785	0.227211	0.705458	0.003068	0.717262	0.838022	-0.077638	0.397662	1.094435	0.835814	0.895737	0.942448
Probe 303	1.423070	-0.716666	-0.059938	-0.818625	-1.037516	1.788795	-0.426734	1.308797	0.127078	-0.419969	-0.706171	-0.573787	-0.531873	1.169746	-0.500076	-0.182264	1.515008	1.646108	-0.165401	-0.481317	-1.151031	-0.549597	-0.758179	1.175405	-0.812088	0.884086	-0.403790	-0.467470	1.152703	1.561966	-0.703693	-0.552173	-0.811931	-0.291293	-0.524972	-0.319030	0.226337	-0.181741	-0.807407	-0.124715	-0.433721	-0.806736	-0.270913	-0.475344	-0.589305	-0.429017	-0.173568	-0.584320	-0.818822	-0.472564	-0.463075	1.299358	1.561027	-0.493274	-0.768899	-1.096144	-0.781695	0.175592	-0.082437	-0.963373	-0.181166	0.922469	-0.402099	-0.330792	-0.561303	1.406492	-0.432675	1.271447	1.772500	0.013475	-0.359032	-0.549819	-0.682069	-0.446528	-0.735226	0.868084	-1.014941	-0.122325	-0.648346	-0.626571	-0.235352	-0.209628	-0.130642	-0.227962	-0.284139	-0.126862	-0.324071	-0.394601	-0.586043	1.620842	-0.550036	-0.849202	2.127861	-0.001797	-0.194037	-0.699155	-0.197426	-0.371322	-0.149472	-0.328520	-0.227070	-0.283387
Probe 304	-0.145930	0.063349	0.247325	-0.800422	-0.377677	0.028908	-0.580401	-0.651090	0.202212	-0.671344	-0.709142	0.661701	-0.638051	-0.032995	0.127175	-0.395778	-0.568213	-0.548650	-0.114904	0.673344	-0.327610	0.592824	-0.196604	-0.549075	-0.600316	-0.681024	-0.477450	0.189233	-0.232739	-0.324852	0.078976	-0.214960	-0.708873	-0.221294	-0.305653	-0.568372	0.168411	0.253083	-0.655624	0.269422	-0.541446	-0.674973	-0.104013	0.028986	-0.395612	0.285158	-0.046438	0.018836	-0.801748	-0.636156	-0.702703	-0.740776	-0.524854	0.657521	-0.695327	-0.297201	-0.503182	-0.032732	-0.012159	-0.660719	-0.144632	-0.194899	-0.472258	0.262203	-0.514333	-0.601211	0.245524	-0.608551	-0.446481	-0.090216	0.246470	-0.609440	-0.229128	-0.400917	-0.802788	-0.663763	-0.669077	-0.008881	-0.145166	0.594837	-0.038980	-0.960143	0.275110	-0.903669	-0.601546	-0.105660	0.233806	0.089541	-0.686241	-0.121858	0.482357	-0.656123	-0.283667	0.118345	-0.217789	-0.332511	-0.057107	0.204430	0.304694	-0.179998	-0.173831	-0.078978
Probe 305	-0.313510	0.006022	-0.069653	-0.625208	-0.241834	-0.204858	-0.266789	-0.318200	-0.483348	-0.359967	-0.864429	-0.267241	-0.731715	-0.304551	-0.955710	-0.363685	-0.174578	-0.270611	-0.477467	-0.216184	-0.240469	-0.287583	0.124782	-0.268993	-0.442665	-0.390189	-0.271173	-0.894350	-0.401536	-0.294065	-0.086160	0.094826	-0.866196	-0.520471	-0.505381	-0.388329	-0.446554	-0.026372	-0.898690	-0.069789	-0.438301	-0.901305	-0.435807	-0.053270	-0.705953	-0.958249	-0.316627	-0.642308	-0.933616	-0.730952	-0.425497	-0.284713	-0.303390	-0.286222	-0.895946	-0.111299	-0.800198	-0.573920	-0.587535	-0.332805	-0.500746	-0.407256	-0.236374	-0.050152	-0.787343	-0.413386	-0.794664	-0.277089	-0.126247	-0.552795	-0.924243	-0.497149	-0.768247	-0.593843	-0.455860	-0.480531	-0.640673	-0.474369	0.144745	-0.304728	-0.303366	-0.469884	-0.012867	-0.427256	-0.365255	-0.474231	-0.902146	-0.050849	-0.304666	-0.254970	-0.394430	-0.903768	-0.245257	-0.539049	-0.451888	-0.083978	-0.572017	-0.927647	-0.027428	-0.516800	-0.471487	-0.476588
