Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100
Probe 1467	8.708705	7.255679	9.253155	6.346224	8.011301	8.062290	6.389388	8.414124	10.547861	7.370576	9.351963	6.674890	7.256719	7.189018	6.789287	9.820725	9.985274	9.773093	8.082925	7.279373	8.902821	7.426361	10.010173	8.099105	5.751484	10.149727	9.264476	7.893884	7.763586	7.682389	6.474410	9.606834	7.796282	10.038067	9.238470	7.936614	6.615858	7.210391	7.608968	9.256379	7.285221	7.393354	9.107607	7.869729	8.248080	10.315453	8.194929	6.147132	9.216433	7.900653	10.125126	7.623583	9.717742	9.099311	9.200466	5.986531	8.103334	7.067498	7.888960	8.066755	7.666441	7.871505	9.487839	7.960711	9.974878	8.824148	9.219375	6.702979	9.658144	7.817969	6.016833	7.538419	7.694739	6.674835	8.626235	10.425376	5.763847	7.831946	9.713624	7.389127	7.419973	9.677356	8.044950	7.137846	10.034552	8.302298	10.366935	9.988716	7.114342	6.429164	9.058150	9.683173	6.006216	8.382400	8.247516	7.715245	7.635457	7.128765	7.300834	7.882369
Probe 1468	7.387541	10.567114	7.163935	5.913384	7.066835	9.949143	6.235565	11.088725	8.346047	6.890014	7.725201	7.288574	6.954612	7.088016	6.786064	7.905809	8.256151	7.335342	6.723183	7.903062	8.806663	6.411929	10.567543	6.864447	6.339114	8.498295	8.377576	7.865001	9.752385	9.370309	7.194083	8.891405	8.354731	7.985098	8.186303	10.789455	7.464911	7.455005	10.754139	7.828873	6.973156	7.423718	7.611264	8.141800	11.318776	8.382521	7.534897	5.917864	10.384005	10.971338	7.287613	7.269928	8.066276	10.100670	8.054781	6.577475	10.799416	10.127883	6.548987	10.913520	6.704145	7.731339	9.274800	6.716551	7.586764	10.709016	7.951491	6.834978	7.802934	7.202735	6.537056	6.722888	9.535238	6.070437	6.797356	7.056779	6.449774	9.171475	8.279486	6.877543	7.000970	7.518083	8.795554	8.938480	8.304381	7.087131	8.516583	8.282786	6.961957	6.638939	9.115427	8.381388	6.471313	8.201145	10.963734	10.811558	6.757162	7.928696	6.620612	9.089189
Probe 1469	9.410907	8.010138	8.179265	9.979380	9.541097	9.804473	9.688529	7.620506	7.091098	9.028110	9.349291	8.511345	9.478065	8.994482	10.760544	8.648995	9.439044	8.175676	9.732046	7.025673	7.971735	10.080344	8.952661	9.707830	9.163703	7.926972	8.475600	9.389607	6.144003	5.199984	8.232192	9.893429	6.118630	8.587110	9.156268	8.291919	10.224268	9.192136	8.031809	10.572444	11.158829	9.117376	8.502306	10.478128	7.919596	7.507968	9.021750	9.595852	8.290757	8.351232	8.739242	10.379763	8.823523	9.303945	10.662560	9.533474	6.823566	9.883101	7.347828	8.637391	9.498640	9.574243	9.625092	9.051915	6.692037	8.653746	9.387252	10.127652	8.578171	9.971922	9.605687	9.288009	5.856750	9.899418	9.020689	8.465379	9.642109	7.203535	9.582579	9.583709	9.999954	8.441603	6.293797	5.209555	9.703534	10.035932	9.259547	9.124886	9.164707	9.976824	8.559969	9.565283	10.392876	6.265607	8.513491	8.331956	9.518300	4.820102	9.001791	8.102666
Probe 1470	6.179617	6.974464	5.069146	5.856864	4.866548	8.131756	5.478953	6.273726	5.568909	5.018737	5.591550	5.783866	4.993077	5.415196	4.844963	7.603279	4.737766	5.291686	5.471381	7.834922	8.382870	6.135930	6.582848	5.501875	5.484775	6.891278	6.961204	9.762564	6.614958	8.260980	5.104188	5.078495	6.363968	7.791785	5.486139	7.663316	5.376549	5.182258	7.989398	5.437393	4.865214	5.163584	8.061630	4.930861	6.370824	5.462774	5.542497	5.817531	7.369224	7.961826	5.140300	4.886217	6.549683	7.977965	5.338125	5.560192	5.743694	7.135438	5.324976	7.945765	5.005006	6.189613	5.534177	5.329607	5.555337	7.966315	5.684280	5.437140	8.389855	5.371815	5.623507	6.558224	8.536329	5.906831	4.913139	5.070034	5.452700	8.087482	6.975527	5.058944	4.759348	8.523509	6.431064	6.969753	7.464770	5.572830	7.121883	7.007554	5.528630	5.454958	7.683249	6.094438	5.775015	8.086858	5.898779	7.598293	7.206090	6.014723	4.828777	8.281911
Probe 1471	8.320000	6.990574	9.254292	7.227627	8.356546	7.677987	6.725892	6.973625	9.970120	6.274524	7.871805	6.702200	8.288472	6.208638	6.449347	9.962607	9.834260	8.471069	6.841056	6.629927	6.608540	6.097815	5.942920	6.866953	6.634928	9.487630	9.473151	7.064790	8.553899	6.952971	6.962268	7.489046	8.138631	9.724688	9.501666	7.119830	7.800807	8.083192	7.264685	6.887047	6.258254	7.005063	9.503876	6.984379	7.273977	9.669874	7.835194	7.139458	7.415571	7.196019	8.346377	6.441659	9.635831	7.626891	6.745893	6.836373	6.035274	6.813318	7.267831	6.998990	8.614564	6.574883	7.778155	8.586530	9.144565	7.505689	8.130593	6.607592	9.298184	6.892667	6.700392	6.475935	7.177793	7.238635	7.848263	8.223217	6.744155	7.354112	9.489252	7.024981	6.623702	9.435947	8.534153	7.387638	8.995253	7.006318	8.622453	9.039496	6.652215	6.486356	9.118366	7.922125	6.442766	6.433591	5.944594	6.857629	6.456792	7.009839	8.221037	6.535775
Probe 1472	9.504984	6.631699	9.770572	6.631221	7.474848	6.202797	6.600946	7.329248	7.548317	6.549424	10.016218	7.341797	6.470257	6.542623	6.869330	8.749372	10.071129	10.647799	7.575404	6.931669	8.225810	7.497090	10.492642	7.996449	6.340788	8.821722	9.516278	7.931047	7.720547	7.814677	6.957837	10.568699	7.608608	8.946896	8.470609	6.485026	6.781972	6.395222	6.556594	9.120020	7.100231	7.189210	8.788043	7.522440	7.194540	8.690840	7.603858	6.602637	8.880465	6.210510	10.613878	7.587430	9.992256	6.496687	9.660782	6.550630	7.288203	6.191329	8.928156	6.660860	6.494937	8.036499	10.928952	7.580659	8.172409	6.692109	9.688708	6.736171	9.263945	8.292008	6.731548	8.015998	7.901840	6.352835	7.461454	11.524693	6.194464	7.480424	9.823214	7.207829	8.376797	8.885143	7.757459	7.411823	10.452329	8.269700	10.931947	10.192076	6.441065	6.680757	9.312935	10.796161	6.406682	8.449784	6.486252	6.822883	7.524391	7.537741	6.435486	7.692030
Probe 1473	9.959725	11.312698	9.629480	9.817455	10.482733	11.066246	9.429470	9.588346	6.955588	9.996086	9.651655	9.689195	10.348946	9.482635	9.621300	8.170733	8.189866	9.929854	9.956984	9.169658	7.258892	9.581396	10.224303	10.154567	9.028450	6.880458	10.344706	5.700820	11.051142	9.439810	9.754239	9.120628	10.549051	7.510846	7.566077	11.297642	9.806182	10.298487	11.153929	8.655112	9.863316	9.512257	8.601001	9.479056	9.811756	6.242727	9.643209	9.646179	10.952389	11.303601	10.234629	9.691490	10.329574	10.865950	8.960956	9.394298	8.544546	11.108853	10.506312	11.295656	10.421926	9.521793	9.355563	10.381459	7.217201	11.146297	9.785353	9.799775	9.520948	9.449940	9.394205	9.461632	9.724082	9.817168	9.756570	10.955672	9.520691	9.667976	11.012889	9.315445	9.328550	8.409154	10.993725	10.033345	9.153735	10.272463	10.192641	7.728387	9.336724	9.687475	10.771056	9.731547	9.577942	8.738203	7.376209	11.316889	9.506889	8.811326	10.165442	9.986333
Probe 1474	9.233926	10.470426	6.835005	10.561795	7.358249	8.992391	10.210285	10.117910	6.820219	9.333546	9.291560	8.884268	7.394041	9.474615	9.694707	7.160438	6.596260	7.109600	10.351712	8.915919	6.676178	9.592243	10.383556	10.283704	10.111238	6.733938	7.446559	6.149561	9.965965	8.428690	10.054554	8.294806	9.046379	6.720344	6.983802	10.714793	10.274815	7.887047	10.232295	8.207285	9.797934	9.645626	7.150340	9.373361	10.173205	7.040151	8.007977	10.092213	9.311051	10.346742	6.543781	9.230072	7.132732	8.449094	8.112633	9.964964	9.692093	9.996621	8.915727	10.385826	6.851732	9.878224	8.813163	7.350133	6.936186	9.159661	9.633922	10.265820	7.375257	10.329196	10.095497	9.744233	9.016409	10.371544	7.784127	7.183381	9.885360	8.325492	7.151360	9.415981	9.334460	7.212224	9.778496	8.654325	7.320016	10.386875	6.610362	7.080537	9.405825	10.054794	8.495980	8.799104	10.071221	7.319410	10.263481	10.516366	9.853787	10.135467	7.018737	8.620115
Probe 1475	11.494383	9.627674	9.746702	10.897885	11.988765	9.745790	10.367327	8.296805	7.964465	12.161022	11.207741	11.522398	12.056239	11.970589	12.051994	9.978767	10.112044	9.508759	11.412088	10.686505	10.682114	11.837813	9.661202	11.462806	10.602752	9.752675	8.120964	11.137540	8.841085	9.984806	11.633318	10.706588	9.318632	9.656989	10.383333	9.836885	11.031685	11.863891	9.690083	11.462765	12.070544	11.763828	9.455450	11.742084	7.385403	9.299659	11.837782	10.773680	9.438732	9.896476	9.511910	11.793087	8.425591	9.825912	11.520709	10.838635	7.308106	9.520583	10.971966	9.905968	12.007878	11.810420	10.571210	12.024636	7.388682	10.046235	11.313598	11.158919	9.893557	11.251584	10.987103	11.646007	9.667122	10.892049	12.010834	10.495904	10.865558	9.916977	8.280148	11.493430	11.683352	9.249426	9.583502	8.850161	9.479446	11.290893	7.570731	9.483907	11.703490	11.164693	7.569677	11.058263	10.431750	10.572942	6.940035	9.992204	11.902179	10.766622	11.508117	10.996689
Probe 1476	5.554855	6.399250	5.575411	5.628478	11.915906	9.998616	5.695339	8.358607	8.605895	8.928738	5.275745	5.648100	11.034556	7.432906	5.754487	9.776583	6.344185	5.272206	5.724478	10.765519	6.220860	5.653840	5.426476	5.592976	6.108579	8.610017	7.432577	5.490841	9.233308	5.334802	5.705488	5.293741	9.235974	9.128233	7.019097	5.849074	5.719790	10.703268	6.179223	5.516861	5.392943	6.048470	8.398234	5.287309	7.765167	8.091806	10.705548	5.826585	6.599339	6.076371	5.294171	5.641918	7.250221	9.244168	5.487400	6.057829	5.787717	6.488430	6.252664	5.921213	11.202694	5.697794	5.495316	12.012977	8.517365	6.924581	5.583130	6.200730	11.223642	6.322944	6.114957	5.780188	5.779767	5.501324	11.012775	5.503778	6.252373	5.870637	7.972806	5.760061	5.703344	7.676861	9.537048	9.284513	8.238130	5.498500	6.750901	7.979400	6.692184	5.996516	7.302320	5.883090	6.123489	6.286182	6.539876	5.647297	5.573864	5.949518	10.948716	11.237104
Probe 1477	5.490996	5.385573	5.328610	5.113253	11.533639	5.463900	5.427376	10.087364	5.277449	10.546930	5.608179	5.581542	10.798101	9.620035	5.962379	7.358217	7.498874	5.498510	5.286641	10.738961	11.251424	5.571344	5.411938	5.464646	5.703844	6.578092	5.578372	12.114296	11.363942	10.384799	5.307415	5.210169	11.496707	6.946450	6.418130	5.276362	6.517773	10.372687	5.444671	5.601631	5.362835	5.282188	7.346791	5.555188	10.471301	5.779032	9.539004	5.437353	5.310619	5.272010	5.043627	5.421903	5.150657	5.341051	5.288441	5.235935	7.361744	5.449216	5.152023	5.456009	10.662501	5.118245	6.044698	11.646656	5.510910	6.028616	5.889879	5.323201	7.397540	5.264873	5.474446	5.297597	10.651604	5.365106	10.308711	5.539052	5.631455	11.232771	4.953736	7.212130	5.659310	7.322425	11.929099	11.689780	7.951038	5.268019	5.371410	6.739856	9.290891	5.333112	5.648541	5.805542	5.275110	10.943520	9.285575	5.398975	5.165097	5.840653	10.207536	11.119078
Probe 1478	5.374284	5.602325	7.800574	5.835487	6.041079	6.871433	4.725453	5.276552	6.636047	4.808592	7.244496	5.620007	6.055864	5.551302	5.478159	7.397953	8.492700	8.363485	6.570357	5.665052	6.403308	5.707100	8.278076	6.227198	4.839753	7.708730	6.498425	7.147696	5.121448	5.462810	5.947143	7.900882	5.229894	6.176989	7.451940	6.167285	6.123690	6.053968	6.059489	6.322573	5.803458	6.331346	5.213270	5.513031	5.305140	7.504210	5.460714	5.568602	6.709974	6.407127	8.228006	5.669764	7.357157	6.782914	7.223518	6.412724	5.236306	5.125679	4.385749	7.176536	5.796862	6.308555	8.434647	4.999924	5.947568	6.780805	6.460062	6.481708	7.399301	6.593661	5.428483	5.598254	5.700067	6.631484	5.270317	6.585623	6.621688	6.081329	7.649678	5.595613	5.702992	7.189917	5.249548	4.770664	8.306534	6.291498	7.537953	8.153534	6.199736	6.126778	6.378928	7.962533	7.103667	5.337950	5.779889	6.498345	6.179239	5.642472	7.909627	6.291414
Probe 1479	6.183956	6.466458	6.235282	6.147488	6.409293	6.072424	6.462750	7.875820	10.545458	6.609029	6.109982	6.207998	6.060408	6.985299	6.541212	8.300005	8.878691	5.741953	5.964467	7.876387	6.889546	6.351148	5.983167	6.291246	6.314485	9.235030	6.937245	6.103823	8.096236	6.545560	6.181519	10.818924	8.676582	8.278023	9.553170	6.286593	6.122671	6.283639	6.222331	6.320671	6.236270	6.231874	7.151308	7.154820	8.066491	9.804714	8.076173	6.111871	6.081740	6.259180	5.875518	6.480723	6.397865	6.274585	6.123803	5.970323	7.137108	6.300960	6.184888	5.877082	6.098442	6.217953	10.919138	6.303392	10.046850	6.141808	5.988912	6.252471	8.833823	5.981551	5.932407	6.393662	6.653200	6.102669	7.770536	6.123655	6.275791	6.996792	6.291032	6.417595	6.084117	7.591855	8.495157	7.135587	8.397943	5.936584	6.294440	9.197595	7.250764	6.225514	6.590933	6.203499	6.122348	6.723428	7.067930	6.269674	6.107856	6.228555	6.220886	7.972701
Probe 1480	7.874912	9.624754	5.805586	8.614771	8.238506	9.582755	7.868047	6.147346	9.355949	6.666073	7.847083	8.966083	8.501339	7.187778	8.880406	8.624371	7.361724	6.658171	8.375992	6.746909	5.878373	9.344980	7.616864	8.318219	9.696824	8.815548	7.911017	7.745186	6.389759	6.122202	8.526624	7.072833	6.124926	8.857694	8.384518	9.503195	8.791975	8.529038	9.369554	8.246569	9.136664	9.806400	7.984346	8.634261	6.001481	9.221847	7.720502	8.392926	8.586909	9.556789	6.417143	8.898780	8.345676	9.401148	9.016574	9.682625	6.527443	9.339884	8.245506	9.625697	8.902197	9.986733	7.349064	8.023067	9.276020	9.557033	8.354899	9.906165	8.333371	9.833294	9.623809	9.711126	6.050301	8.588364	7.687200	7.118306	9.665814	6.135046	8.177617	8.060069	9.342639	7.972369	6.052428	6.555290	8.017706	8.390725	7.845267	8.318381	6.921964	9.978755	7.700791	7.541638	9.653595	6.379678	6.392692	9.707725	9.729553	9.708849	8.657694	7.555736
Probe 1481	8.745709	10.265931	7.543545	6.666759	6.847861	10.246630	7.124959	8.772702	10.509979	7.163435	9.055454	9.632185	6.864932	7.185002	7.994151	10.100414	8.353574	8.937997	8.979300	10.716032	11.057888	8.037357	10.397213	8.770473	8.424378	9.884892	9.957062	10.464581	9.520415	10.717954	9.837056	8.361670	8.559995	10.008587	9.695899	10.177524	7.167198	7.198666	10.385096	9.155640	8.235511	10.112210	9.326540	7.565248	8.487689	10.129463	7.131468	7.020888	10.041236	10.303311	8.986787	7.560484	10.437187	10.260107	8.871688	8.324295	9.148573	9.939836	9.722665	10.105615	6.203252	9.057951	8.772918	6.622733	10.416284	10.427056	8.783634	8.003321	9.695406	9.067829	8.467849	8.425639	10.990164	6.834117	6.332856	9.609455	8.414838	11.061190	10.081295	6.923332	8.519293	9.349408	9.243222	10.360137	10.121481	8.930809	10.084143	10.164907	7.026159	8.005177	9.618519	9.711961	7.906775	10.812374	9.330533	10.198376	8.751044	9.734512	6.822233	9.876509
Probe 1482	5.629572	8.092596	5.449072	5.767714	5.670196	9.456061	5.726010	10.079729	6.701169	5.757306	5.358227	5.950339	5.792057	6.006186	5.847371	7.815577	5.384032	5.334601	5.540103	9.682068	8.841986	5.887809	6.043354	5.689144	5.379555	6.222077	5.984925	9.391645	10.057688	9.270985	5.727607	5.411551	9.704833	6.958511	5.947028	8.379400	5.640987	5.934499	8.865723	5.759568	5.669072	5.664990	6.516372	5.503466	10.144062	5.767568	5.998126	5.416338	7.799220	8.903203	5.478846	5.653220	5.766989	9.203985	5.381686	5.936816	9.590047	8.653767	5.951847	8.266884	5.736551	5.610176	5.576660	5.682302	6.856970	8.663380	5.898754	5.503833	9.313605	5.397517	5.758482	5.755825	9.397260	5.494100	6.148293	5.657988	5.862552	9.304766	5.658837	6.095435	5.280111	6.461897	10.059102	9.820994	6.118080	5.476115	5.782055	5.860991	5.909488	5.916732	6.257073	5.421570	5.611374	8.827737	10.086829	8.270505	5.605873	5.573657	5.395132	9.453992
Probe 1483	6.304126	9.508538	6.335649	6.046147	6.300317	10.578800	6.288315	10.796898	7.540633	6.578837	6.144832	6.340379	6.248125	6.809619	6.390648	8.520952	5.875307	5.957652	6.120152	10.618063	9.127104	5.886726	6.593981	6.113901	6.372877	7.135548	6.847799	9.704261	10.936447	9.404203	6.115842	5.837522	11.026069	7.727994	6.686938	9.561595	6.355033	6.526079	10.076639	5.927642	6.085815	6.030555	7.422675	6.223053	10.003505	6.675453	6.420511	6.368238	8.852694	9.962827	5.854422	6.170469	6.397107	10.485563	5.909769	6.065269	9.925889	9.775027	6.233623	9.157318	6.206888	6.135324	6.116263	5.990712	7.823537	9.739271	6.290223	6.362105	10.240509	5.966073	6.320040	6.033284	9.291151	6.096094	6.358428	5.997482	6.642601	9.558745	6.408713	6.579205	6.139634	7.550826	11.328626	10.536950	7.393195	6.011898	6.508419	6.807991	6.179979	6.374093	7.455813	6.064777	5.906223	9.483137	10.518709	9.259712	6.080422	6.089592	6.094822	10.117961
Probe 1484	4.934825	9.159159	4.976885	4.822012	5.008303	10.555334	4.950017	10.869393	6.815427	5.340776	4.899351	5.259951	5.118696	5.591668	5.237516	8.014442	4.928206	4.853562	5.038581	10.910580	9.328654	4.884336	5.860742	5.068805	5.364622	6.637919	5.839936	10.459147	10.883130	9.272613	5.292154	4.819256	11.368252	7.084853	5.656333	9.442462	5.266114	5.413909	10.057634	4.845712	4.965749	4.929897	6.794429	4.927447	10.276511	5.898211	5.534815	5.261321	8.608187	9.897803	4.916214	5.134294	5.706871	10.433949	4.801197	4.977588	10.006853	9.625422	5.224703	9.272428	5.204034	4.786026	5.035430	5.189623	7.315571	9.736200	4.950483	5.338552	9.826535	4.866022	4.837664	5.025852	9.431335	4.923949	5.177865	4.992433	5.242596	9.610796	5.428259	5.500935	5.037386	6.499104	11.474770	10.409148	6.785846	5.100933	5.687209	6.302564	4.958564	5.331666	6.604896	5.086031	5.058342	9.393260	10.677749	9.098005	4.868223	5.216135	4.915187	10.379815
Probe 1485	7.984270	6.647104	6.349478	6.382479	6.354079	6.502753	8.383683	10.824673	7.248555	6.704980	6.843986	7.093742	6.869209	6.993102	9.229416	6.788487	5.905313	6.007583	6.784406	11.914374	11.426834	9.953838	6.463610	6.447633	6.740379	6.118278	6.342403	11.217467	11.602184	11.420846	8.055017	6.417381	10.911032	6.170957	6.422831	6.871008	8.314278	6.580373	6.372663	9.349746	9.879253	6.504221	6.266222	10.859568	9.861366	6.374748	6.464873	6.679136	6.189562	6.374891	6.492546	10.073584	6.128512	6.724578	9.653503	6.393820	9.886474	7.355909	6.824032	8.060775	6.795635	7.404309	6.733967	7.399056	7.633486	6.842803	8.396354	9.803023	7.452997	6.364950	6.593329	6.814594	11.271004	6.474491	6.632292	6.037935	6.487366	10.068320	6.273550	8.224870	9.875800	6.577327	9.254062	11.389099	5.905634	7.226973	6.144417	5.839497	6.910058	9.710188	6.497135	6.319789	8.181960	11.294322	9.889374	8.012798	8.872993	7.907815	6.543529	11.642519
Probe 1486	7.700347	8.744525	6.797537	8.295876	7.565405	8.249294	7.724600	11.617079	7.572570	7.736211	7.677124	8.058408	7.927583	7.668393	8.063623	7.174491	6.819068	7.162800	8.613182	8.242023	8.448106	8.176402	8.054373	8.440095	8.039664	6.954187	7.714321	7.386844	10.762736	9.588343	8.607358	8.019467	10.059923	6.899187	7.413743	8.967777	8.399296	7.840862	8.577618	7.711953	8.167203	8.667584	7.167757	8.231893	11.635527	6.979349	8.653464	8.164814	8.486078	8.917826	7.123016	8.344261	7.541452	8.227952	7.965646	7.975424	11.543227	8.605835	6.642353	8.835987	7.905841	8.442867	8.289141	7.289265	6.799482	8.774151	7.964728	8.068197	7.294477	8.336835	8.135656	8.192664	9.500764	8.424029	8.587822	6.913372	8.036699	9.351487	7.972799	8.475916	8.925143	7.029304	10.285971	9.566424	6.666321	8.302674	7.112588	6.671404	7.850161	8.033379	8.450833	7.309275	7.928421	7.936893	11.685669	8.768674	8.507937	8.701045	7.816082	8.434784
Probe 1487	7.067669	9.148865	7.598411	6.935548	7.108290	7.706491	7.555393	8.603472	8.611038	7.462007	7.206385	6.986178	7.324980	7.324232	7.192104	7.421720	6.746959	7.592994	6.936857	12.039034	8.047342	7.124839	10.065303	7.091791	7.330463	7.888637	6.982544	8.184588	9.724119	7.572500	7.260947	6.912175	8.372927	7.784314	7.769951	8.039171	7.033174	7.266898	7.515731	6.967396	7.120725	7.065164	7.485495	7.117256	8.247962	8.905601	6.873192	7.192614	7.563238	7.171436	7.532239	7.074110	7.043313	8.767788	6.823602	6.992580	8.322241	7.924533	7.208405	9.027568	6.826678	7.123610	7.095449	6.982328	9.401021	10.871544	6.901594	6.757985	7.643227	7.141934	7.111674	7.416101	8.257282	6.905044	6.915088	7.166357	7.063890	8.836312	6.697168	7.556683	7.355825	7.368873	8.803914	8.893407	7.085009	6.732681	6.924243	8.389572	7.462986	7.120932	6.927972	9.171615	6.854714	9.531930	8.951338	8.875606	7.326788	7.138207	7.342956	10.778542
Probe 1488	7.664235	6.147078	6.559100	7.081599	6.318580	7.241157	6.877180	9.486028	6.824812	7.910123	7.599304	8.301909	6.469632	7.920137	8.734349	6.984220	5.318947	7.837633	8.140044	8.085578	8.299988	8.498753	6.323641	8.181801	8.287122	6.936267	6.501547	6.190262	7.581319	8.075235	8.261812	7.000122	6.306143	7.038387	6.236209	6.515829	6.428139	6.048089	6.401991	7.581649	8.963038	9.186160	6.765042	8.992824	9.997191	6.883326	8.138474	6.776504	6.732234	6.508241	8.179665	8.434367	6.702969	7.397900	8.280554	8.625876	10.293949	6.136364	9.195273	6.682059	6.387287	8.335627	7.312545	6.241834	6.378283	7.070350	7.144314	8.898011	6.906815	8.778588	8.402266	8.324473	8.003627	7.401439	7.753622	8.826909	8.464419	7.804732	6.775479	7.215893	8.343819	6.755278	6.070185	7.501270	7.293823	8.331132	6.294278	7.278473	7.412977	8.626848	5.607611	8.419610	9.091530	6.739211	11.112843	6.627260	8.884208	7.714653	6.096961	8.517346
Probe 1489	5.224367	9.539181	5.629365	5.150660	5.349121	9.932663	5.264872	8.229722	7.830751	5.304105	5.266308	5.630283	5.533083	5.448471	5.213984	9.168392	6.479933	4.971979	5.545260	8.456301	7.545316	5.235376	7.099173	5.721041	5.284989	8.108888	8.903063	6.318365	7.094935	6.279389	5.610293	5.056307	7.399256	8.298160	6.175982	9.678085	5.223962	5.631097	10.804558	5.012227	5.248385	5.555232	7.688183	5.025813	7.651906	7.094513	5.618822	5.254566	10.267027	10.127878	5.249227	5.243994	8.642851	9.295432	4.894354	5.599464	7.642811	8.873237	6.463342	9.572294	5.025063	5.179085	5.145721	5.581771	8.249611	9.751623	5.761051	4.800977	10.503643	5.675171	4.983131	5.182679	6.261299	4.986436	5.277848	5.055353	5.102824	6.432284	9.433657	5.255423	5.043394	7.983975	7.261427	6.552178	8.073261	5.270149	8.145378	7.407981	4.821103	5.064130	9.712355	5.323493	4.923411	6.504395	7.004076	9.544071	5.073977	5.218399	5.443461	10.309843
